pl_name,pl_rade,pl_bmasse,pl_orbsmax,pl_orbeccen,st_lum,st_mass,sy_snum,sy_pnum,pl_dens,st_teff,st_rad,pl_temp,habitability_score
TOI-2497 b,11.142,1531.93292,0.1166,0.195,1.167,1.86,1,1,6.1,7360.0,2.36,21416.280815065806,0.25001689598283117
TOI-2498 b,6.06,34.62,0.0491,0.089,0.271,1.12,1,1,0.86,5905.0,1.26,19347.459250236203,0.25025727886401045
TOI-2524 b,11.209,203.41018,0.073,0.0,0.116,1.01,1,1,0.79,5831.0,1.12,14772.368574202728,0.2935891778435211
TOI-2525 b,8.676,26.69759,0.1511,0.17,0.5661952739834993,0.85,1,2,0.225,5096.0,0.79,7536.509396724675,0.2560241885429707
TOI-2525 c,10.133,208.81326,0.249,0.157,0.5661952739834993,0.85,1,2,1.11,5096.0,0.79,5870.874593382056,0.2594963499232051
TOI-2529 b,11.545,743.71847,0.327,0.021,0.464,1.11,1,1,2.66,5802.0,1.7,8556.33581066335,0.3065683584134908
TOI-2567 b,10.929,63.88351,0.0672,0.0,0.42,1.13,1,1,0.269,5611.0,1.69,18199.45977041892,0.2772171623287311
TOI-257 b,7.163,43.86032,0.1528,0.0,0.636,1.41,1,1,0.65,6095.0,1.87,13790.89170983144,0.24994659177482942
TOI-2570 b,13.641,260.61929,0.04145,0.0,0.059,1.06,1,1,0.563,5771.0,1.09,19140.865343943362,0.28444359948264175
TOI-2580 b,17.374,200.2319,0.048,0.08,0.616,1.33,1,1,0.22,6120.0,1.81,24306.901611015914,0.2168866204245526
TOI-2583 A b,14.46,79.4571,0.0571,0.0,0.388,1.22,2,1,0.144,5936.0,1.48,19546.374167418562,0.23891090139673243
TOI-2587 A b,12.072,69.28659,0.0635,0.0,0.471,1.15,2,1,0.216,5760.0,1.73,19445.45835578676,0.24875394589817706
TOI-2589 b,12.106,1112.39942,0.3,0.522,0.7756937995160011,0.93,1,1,3.45,5579.0,1.07,6814.706169772993,0.2623960105160871
TOI-260 b,1.71,4.23,0.0943,0.0,0.087,0.55,1,1,4.66,4026.0,0.55,6288.669645526672,0.4696226671536667
TOI-2641 b,18.103,122.68177,0.0607,0.18,0.34,1.16,1,1,0.092,6100.0,1.34,18537.339371225084,0.21157694520958445
TOI-269 b,2.77,8.8,0.0345,0.425,0.03704470362669946,0.39,1,1,2.28,3514.0,0.4,7738.944238749945,0.23845966359094278
TOI-270 b,1.206,1.58,0.03197,0.034,0.03704470362669946,0.39,1,3,4.97,3506.0,0.38,7817.932278337821,0.5325027141039104
TOI-270 c,2.355,6.15,0.04526,0.027,0.03704470362669946,0.39,1,3,2.6,3506.0,0.38,6570.613890028351,0.3437983935422372
TOI-270 d,2.133,4.78,0.0721,0.032,0.03704470362669946,0.39,1,3,2.72,3506.0,0.38,5205.897223521019,0.3605040287795582
TOI-2714 b,13.72,228.0,0.036,0.164,0.16,1.07,1,1,0.49,5665.0,1.25,21590.523987210643,0.2256712728493116
TOI-2796 b,17.262,139.8445,0.0569,0.0,0.055,1.06,1,1,0.15,5764.0,1.07,16166.62036150551,0.2829943990414721
TOI-2803 A b,18.114,309.8827,0.03185,0.0,0.336,1.12,2,1,0.287,6280.0,1.25,25445.99538496195,0.24732135943103664
TOI-2818 b,15.278,225.65817,0.0493,0.0,0.164,0.98,1,1,0.34,5721.0,1.23,18482.49323968544,0.291627981930994
TOI-2842 b,12.845,117.59651,0.0475,0.0,0.246,1.14,1,1,0.304,5910.0,1.27,19765.23802363415,0.27400393402602197
TOI-286 b,1.42,4.53,0.0503,0.0,0.386,0.83,1,2,8.63,5152.0,0.78,13121.958966306289,0.4652489755887078
TOI-286 c,1.88,3.72,0.213,0.0,0.386,0.83,1,2,3.09,5152.0,0.78,6376.654198640465,0.4432544166936051
TOI-2977 b,13.159,533.95172,0.03386,0.0,0.037,0.94,1,1,1.28,5691.0,1.07,20691.716037160004,0.3022274342043305
TOI-2981 b,13.4,638.0,0.048,0.035,0.116,1.03,1,1,1.46,5940.0,1.08,18223.727644542134,0.2830631454051602
TOI-3023 b,16.432,197.05361,0.0505,0.0,0.444,1.12,1,1,0.245,5760.0,1.67,21423.703152378086,0.2759977191623452
TOI-3071 b,7.16,68.2,0.0249,0.09,0.417,1.29,1,1,1.02,6177.0,1.31,28978.312251595697,0.21763435964409483
TOI-3235 b,11.4,211.35589,0.02709,0.029,0.03704470362669946,0.39,1,1,0.78,3388.8,0.37,8100.3131783997405,0.25417708767503955
TOI-3261 b,3.82,30.3,0.01714,0.0,0.5898540685771015,0.86,1,1,3.0,5068.0,0.85,23083.421002897885,0.33302560008176924
TOI-329 b,4.941,40.4,0.0638,0.39,0.325,1.07,1,1,1.84,5614.0,1.53,17781.455061070676,0.22034626557952497
TOI-332 b,3.2,57.2,0.0159,0.0,0.6392774017356785,0.88,1,1,9.6,5251.0,0.87,25122.484943118314,0.2894904362856006
TOI-3321 b,15.558,176.07694,0.047,0.054,0.405,1.04,1,1,0.255,5850.0,1.55,21728.627681108177,0.2614163356448602
TOI-3331 A b,12.98,721.47048,0.03144,0.0,1.0717675436629344,1.02,2,1,1.82,5609.0,0.95,19941.8518787872,0.2778319041846124
TOI-3362 b,12.801,1598.35906,0.153,0.815,0.739,1.45,1,1,4.19,6532.0,1.83,14611.187626536728,0.21921426603451266
TOI-3364 b,12.229,530.77344,0.0675,0.0,0.286,1.19,1,1,1.6,5706.0,1.42,16927.1391858445,0.2833081705484093
TOI-3540 A b,23.539,375.03752,0.04289,0.0,0.19,1.08,2,1,0.065,5810.0,1.23,20123.80855906341,0.2535303425560569
TOI-3568 b,5.3,26.4,0.0485,0.035,0.33,0.78,1,1,0.98,4969.0,0.72,12382.943399366839,0.29768858221078964
TOI-3629 b,8.295,82.63539,0.043,0.05,0.1984686534233303,0.63,1,1,0.8,3870.0,0.6,9350.005677674508,0.27527254001575974
TOI-3688 A b,13.081,311.47184,0.0456,0.0,0.283,1.2,2,1,0.76,5950.0,1.3,20547.81905824235,0.24433996334624603
TOI-3693 b,12.599,324.18498,0.0813,0.0,0.6142107088596144,0.87,1,1,0.89,5321.0,0.79,10728.05629880199,0.3043359303644724
TOI-3714 b,11.321,222.47988,0.027,0.03,0.10838409199864159,0.53,2,1,0.85,3660.0,0.51,10288.304359656748,0.24522988222193826
TOI-3757 b,12.0,85.3,0.03845,0.14,0.20971520000000002,0.64,1,1,0.27,3913.0,0.62,10162.88550278013,0.24285558255285922
TOI-3785 b,5.14,14.95,0.043,0.11,0.10139387074808813,0.52,1,1,0.61,3576.0,0.5,7886.926556559092,0.2592312927373616
TOI-3807 b,18.495,330.54154,0.0421,0.0,0.332,1.18,1,1,0.289,5772.0,1.47,22059.895664472944,0.26775350869482084
TOI-3819 b,13.137,352.78953,0.04611,0.0,0.4,1.24,1,1,0.85,5859.0,1.54,21900.08545550128,0.2655666439145765
TOI-3884 b,6.43,32.59,0.0361,0.06,0.014788509052639483,0.3,1,1,0.67,3180.0,0.3,5929.166669265132,0.23725213966815883
TOI-3894 b,15.278,260.61929,0.05354,0.05,0.419,1.14,1,1,0.4,6000.0,1.5,20540.793125552555,0.25263202480969243
TOI-3912 b,14.28,129.03833,0.0463,0.0,0.273,1.09,1,1,0.243,5725.0,1.39,20288.591960479924,0.27947834109865605
TOI-3919 b,12.319,1233.17422,0.0795,0.259,0.336,1.21,1,1,3.63,6100.0,1.32,16076.546035238462,0.25694681571309763
TOI-3976 A b,12.274,55.61997,0.0743,0.0,0.413,1.25,2,1,0.165,5975.0,1.5,17363.95471125456,0.2369680535084742
TOI-3984 A b,7.9,44.0,0.041,0.23,0.08235429999999999,0.49,2,1,0.49,3476.0,0.47,7611.956198428564,0.18888249325665035
TOI-4010 b,3.02,11.0,0.0229,0.03,0.6392774017356785,0.88,1,4,2.2,4960.0,0.83,19313.56714030694,0.3339458687644389
TOI-4010 c,5.93,20.31,0.058,0.03,0.6392774017356785,0.88,1,4,0.5,4960.0,0.83,12135.739291763608,0.3036447955492789
TOI-4010 d,6.18,38.15,0.113,0.07,0.6392774017356785,0.88,1,4,0.9,4960.0,0.83,8694.427954814008,0.2850193891554613
TOI-4010 e,13.3,692.0,1.57,0.26,0.6392774017356785,0.88,1,4,1.62,4960.0,0.83,2332.5470282387064,0.2484388541780941
TOI-406 c,1.32,2.08,0.0322,0.032,0.04413097255681093,0.41,1,2,4.9,3392.0,0.41,7828.514282872945,0.5175781528441812
TOI-406.01,2.08,6.57,0.0809,0.056,0.04413097255681093,0.41,1,2,4.1,3392.0,0.41,4938.931733235799,0.378706730754385
TOI-4087 b,13.047,232.01474,0.04469,0.0,0.176,1.18,1,1,0.57,6060.0,1.11,19533.87698447133,0.2703382495915309
TOI-411 b,1.362,13.71,0.05727,0.126,0.209,1.1,1,3,18.96,6169.0,1.12,17644.92034672024,0.32848485842264785
TOI-411 c,2.328,9.72,0.1017,0.16,0.209,1.1,1,3,3.15,6169.0,1.12,13241.061944489536,0.3138221042843
TOI-4127 b,12.285,731.00534,0.3081,0.7471,0.316,1.23,1,1,2.17,6096.0,1.29,8067.769402947156,0.19254325888178012
TOI-4137 b,13.574,457.67291,0.05222,0.0,0.439,1.31,1,1,1.01,6202.0,1.44,21064.642185200304,0.25949850715896944
TOI-4145 A b,13.305,136.66622,0.04823,0.0,0.7188609179509692,0.91,2,1,0.32,5281.0,0.86,14423.354383840127,0.27147411373052066
TOI-4153 b,16.119,365.50267,0.06311,0.039,0.713,1.57,1,1,0.477,6860.0,1.6,22340.58438066823,0.2144296204764326
TOI-4201 b,13.675,788.21445,0.04,0.041,0.1772778281686968,0.61,1,1,1.82,3794.0,0.63,9738.613222369577,0.2906428809976797
TOI-421 b,2.64,6.7,0.0554,0.13,0.5209227484918181,0.83,2,2,2.040038,5291.0,0.87,13561.321677505168,0.29904075562878873
TOI-421 c,5.09,14.1,0.117,0.19,0.5209227484918181,0.83,2,2,0.589957,5291.0,0.87,9331.768773855641,0.24114825827007244
TOI-431 b,1.28,3.07,0.0113,0.0,0.4191129782637613,0.78,1,3,8.0,4850.0,0.73,25212.93818738818,0.4737353208517405
TOI-431 c,1.49,2.83,0.052,0.0,0.4191129782637613,0.78,1,3,4.7,4850.0,0.73,11753.33213641655,0.5320823600710716
TOI-431 d,3.29,9.9,0.098,0.0,0.4191129782637613,0.78,1,3,1.36,4850.0,0.73,8561.495701903594,0.34660556966525224
TOI-4377 b,15.11,304.16179,0.0579,0.045,0.822,1.36,1,1,0.881,4974.0,3.52,25084.031817628824,0.23273775717432915
TOI-4406 b,11.209,95.34852,0.201,0.15,0.362,1.19,1,1,0.372,6219.0,1.29,10190.063619127885,0.21729170887122418
TOI-4438 b,2.52,5.4,0.0534,0.14,0.03081101704471957,0.37,1,1,1.85,3422.0,0.37,5825.990215265473,0.28482812372662814
TOI-4463 A b,13.26,252.35576,0.04036,0.0,0.011,1.06,2,1,0.595,5640.0,1.06,18694.591081756273,0.2592877439062263
TOI-4504 b,2.691,7.71,0.03392,0.0,0.6650664244684812,0.89,1,3,2.17,5315.0,0.92,17903.122072376358,0.3651298330028685
TOI-4504 c,11.097,1197.32317,0.3569,0.032,0.6650664244684812,0.89,1,3,4.81,5315.0,0.92,5519.292629803306,0.37834265946316337
TOI-4504 d,13.6,450.23572,0.2219,0.0445,0.6650664244684812,0.89,1,3,0.984,5315.0,0.92,6999.67770310337,0.29081993631233827
TOI-451 b,1.91,4.31,0.0283,0.0,0.8356657801380584,0.95,2,3,3.4,5550.0,0.88,20017.074871659737,0.406760650651796
TOI-451 c,3.1,9.8,0.0823,0.0,0.8356657801380584,0.95,2,3,1.81,5550.0,0.88,11737.99482650298,0.32341920025728554
TOI-451 d,4.07,15.6,0.1208,0.0,0.8356657801380584,0.95,2,3,1.27,5550.0,0.88,9688.585233218995,0.3022962086937989
TOI-4515 b,12.17,637.0,0.118,0.461,0.8356657801380584,0.95,1,1,1.941,5433.0,0.86,9486.531195207668,0.22609350570279066
TOI-4551 b,11.859,473.56433,0.0994,0.101,0.803,1.31,1,1,1.74,4896.0,3.55,18924.39070098778,0.23192540601436362
TOI-4562 b,12.53,732.0,0.768,0.76,0.253,1.19,1,2,2.06,6096.0,1.15,4824.727402117655,0.37712784297366875
TOI-4562 c,12.8,1833.86991,5.219,0.122,0.253,1.19,1,2,4.81,6096.0,1.15,1850.8010714764087,0.3177373457445829
TOI-4603 b,11.68,4096.80817,0.0888,0.325,1.017,1.77,1,1,14.1,6264.0,2.74,22505.054020412972,0.13685942727823255
TOI-4791 b,12.442,734.18362,0.0555,0.0,0.38,1.24,1,1,2.09,6058.0,1.41,19749.306319170028,0.2859571261536128
TOI-480 b,2.854,20.8,0.077,0.0,0.462,1.28,1,1,4.91,6174.0,1.49,17566.041681766124,0.35867230053927973
TOI-481 b,11.097,486.2799,0.097,0.153,0.435,1.14,1,1,1.96,5735.0,1.66,15344.795723634088,0.24313899717720833
TOI-4860 b,8.7,86.7,0.01808,0.008,0.022917973327499976,0.34,1,1,0.75,3260.0,0.36,9408.689784102542,0.25311480500658334
TOI-4914 b,12.87,227.0,0.098,0.408,0.009,1.03,1,1,0.59,5805.0,1.0,11993.576191038035,0.3305199122727936
TOI-4994 b,8.541,88.99195,0.1515,0.319,0.009,1.01,1,1,0.78,5640.0,1.06,9649.065008285907,0.3485153890470117
TOI-500 b,1.166,1.42,0.01189,0.063,0.34858686540120815,0.74,1,4,4.89,4440.0,0.68,21717.30903367749,0.5237662299741326
TOI-5126 b,4.74,20.2,0.06519,0.0,0.299,1.24,1,2,1.04,6150.0,1.24,17348.222357887847,0.2867505601474144
TOI-5126 c,3.86,14.2,0.1439,0.0,0.299,1.24,1,2,1.36,6150.0,1.24,11676.564255338686,0.298786497971104
TOI-5153 b,11.882,1036.12061,0.158,0.091,0.464,1.24,1,1,3.39,6300.0,1.4,12129.294363416466,0.28315896993544054
TOI-519 b,11.545,147.15455,0.0159,0.33,0.022917973327499976,0.34,1,1,0.56,3322.0,0.35,10080.79075572654,0.17063563979334054
TOI-5205 b,11.6,343.0,0.0199,0.02,0.03704470362669946,0.39,1,1,1.21,3430.0,0.39,9821.083365265886,0.25917662722745666
TOI-5232 b,12.778,743.71847,0.05593,0.035,0.713,1.39,1,1,1.96,6212.0,1.79,22729.771250022055,0.25022538398809036
TOI-5293 A b,11.9,170.4,0.034,0.38,0.11571193585728314,0.54,2,1,0.56,3586.0,0.52,9070.516354114461,0.1743810589000678
TOI-530 b,9.303,127.13136,0.052,0.0,0.10838409199864159,0.53,1,1,0.93,3688.0,0.54,7686.800905827962,0.2888612009060512
TOI-5301 b,13.092,1182.32167,0.073,0.33,0.816,1.32,1,1,2.88,6418.0,2.18,22684.334446029257,0.21526542575040597
TOI-532 b,5.82,61.5,0.0296,0.0,0.1772778281686968,0.61,1,1,1.72,3927.0,0.61,11530.269954691857,0.3072037044288325
TOI-5344 b,10.604,130.9453,0.04041,0.054,0.1772778281686968,0.61,1,1,0.604,3747.0,0.59,9260.294230002168,0.2693079244563445
TOI-5398 b,10.3,58.7,0.098,0.13,0.117,1.15,1,2,0.29,6000.0,1.05,12702.5927377108,0.2337697473357414
TOI-5398 c,3.52,11.8,0.057,0.14,0.117,1.15,1,2,1.5,6000.0,1.05,16655.895379816844,0.2657491562057535
TOI-540 b,0.903,0.674,0.01223,0.0,0.0016384000000000001,0.16,1,1,5.03,3216.0,0.19,8198.589163886334,0.5153619219692133
TOI-544 b,2.018,2.89,0.0225,0.0,0.1984686534233303,0.63,1,2,1.93,4169.0,0.62,14154.547591978278,0.402182954103517
TOI-5542 b,11.31,419.5335,0.332,0.018,1.057,0.89,1,1,1.6,5700.0,1.06,6587.464057401505,0.30496370506043935
TOI-558 b,12.173,1147.36055,0.1291,0.298,0.547,1.35,1,1,3.5,6466.0,1.5,14255.344622964565,0.2323965143939371
TOI-559 b,12.229,1910.14873,0.0723,0.151,0.227,1.03,1,1,5.74,5925.0,1.23,15806.338340133738,0.32714263357063056
TOI-561 b,1.397,2.02,0.01064,0.0,0.47829690000000014,0.81,1,4,4.1,5342.0,0.84,30699.565223289803,0.5008509577376349
TOI-561 c,2.865,5.93,0.0889,0.023,0.47829690000000014,0.81,1,4,1.3,5342.0,0.84,10620.675955498044,0.35340658137574
TOI-561 d,2.615,13.33,0.1587,0.111,0.47829690000000014,0.81,1,4,4.1,5342.0,0.84,7949.038043882909,0.36043110139472945
TOI-561 e,2.517,12.4,0.33,0.074,0.47829690000000014,0.81,1,4,4.3,5342.0,0.84,5512.467842035143,0.37893905979284637
TOI-564 b,11.433,464.98529,0.02734,0.072,0.033,1.0,1,1,1.7,5640.0,1.09,23033.11150275194,0.27052480581587673
TOI-5678 b,4.91,20.0,0.249,0.14,0.7188609179509692,0.91,1,1,0.928,5485.0,0.94,6892.874913579256,0.264797226267599
TOI-5688 A b,10.3,124.0,0.03379,0.128,0.1673128805561604,0.6,2,1,0.61,3713.0,0.58,9949.57115595268,0.21870758415629943
TOI-5713 b,1.77,3.78,0.06008,0.24,0.010227586813613465,0.27,1,1,3.75,3225.0,0.3,4661.06217905262,0.3454637316040006
TOI-6002 b,1.65,3.36,0.05722,0.15,0.004243923351098603,0.21,1,1,4.11,3229.0,0.24,4277.196978035791,0.3871167945830913
TOI-6016 b,13.675,371.85924,0.055,0.0,0.461,1.31,1,1,0.81,6110.0,1.51,20706.55504964219,0.2574814592108323
TOI-6034 b,11.92,254.0,0.02949,0.04,0.09473176224746377,0.51,2,1,0.82,3635.0,0.49,9583.50957517864,0.23935293854673617
TOI-6130 b,14.347,333.71983,0.036,0.036,0.461,1.31,1,1,0.64,6110.0,1.51,25593.98703868658,0.23655533681347374
TOI-615 b,18.977,138.25536,0.0678,0.39,0.768,1.45,1,1,0.084,6850.0,1.73,22379.90755732793,0.15270333043412712
TOI-620 b,3.76,13.6,0.04825,0.22,0.14859287222313186,0.58,1,1,1.41,3708.0,0.55,8097.14513157026,0.2533007642580829
TOI-622 b,9.236,96.30201,0.0708,0.42,0.474,1.31,1,1,0.507,6400.0,1.42,18538.17721662187,0.16823866475586194
TOI-628 b,11.882,2011.8639,0.0486,0.072,0.394,1.31,1,1,6.58,6250.0,1.34,21226.275370149953,0.30491952303749015
TOI-6383 A b,11.29,331.0,0.02292,0.05,0.06601648712374812,0.46,2,1,1.26,3444.0,0.46,9979.16639339822,0.23217154541135354
TOI-640 b,19.851,279.6904,0.06608,0.05,0.834,1.54,1,1,0.195,6460.0,2.08,23441.677158300216,0.20998361868587498
TOI-6651 b,5.09,61.0,0.0633,0.091,0.522,1.32,1,1,2.52,5818.9,1.72,19618.36337513017,0.2519309577520969
TOI-669 b,2.586,10.0,0.048,0.0,0.746891291445067,0.92,1,1,3.17,5597.0,0.99,16440.377962031005,0.3761843383393764
TOI-674 b,5.25,23.6,0.025,0.0,0.04801451168636415,0.42,1,1,0.91,3514.0,0.42,9315.708923172026,0.2811733896799355
TOI-677 b,13.115,392.83788,0.1038,0.435,0.312,1.18,1,1,0.957,6295.0,1.28,14297.547718204029,0.18724682513761182
TOI-700 b,0.914,0.704,0.0677,0.075,0.04801451168636415,0.42,1,4,5.07,3459.0,0.42,5572.37564041829,0.5317251219481764
TOI-700 c,2.6,7.27,0.0929,0.068,0.04801451168636415,0.42,1,4,2.27,3459.0,0.42,4756.931114234502,0.31571449226158765
TOI-700 d,1.073,1.25,0.1633,0.042,0.04801451168636415,0.42,1,4,5.56,3459.0,0.42,3587.910714248769,0.5499145134620241
TOI-700 e,0.953,0.818,0.134,0.059,0.04801451168636415,0.42,1,4,5.19,3459.0,0.42,3960.794590693786,0.5418730775247989
TOI-712 b,2.049,4.85,0.07928,0.54,0.332376270499219,0.73,1,3,3.1,4622.0,0.67,8690.505403300722,0.3277808477806792
TOI-712 c,2.701,7.76,0.2447,0.089,0.332376270499219,0.73,1,3,2.16,4622.0,0.67,4946.635045124899,0.332840801194748
TOI-712 d,2.474,6.68,0.3405,0.073,0.332376270499219,0.73,1,3,2.42,4622.0,0.67,4193.419366240496,0.35095888967710376
TOI-733 b,1.992,5.72,0.0618,0.046,0.866860702828407,0.96,1,1,3.98,5585.0,0.95,14162.83692942749,0.40823587639431347
TOI-757 b,2.5,10.5,0.122,0.39,0.457946721791957,0.8,1,1,3.6,5278.0,0.78,8631.698932621359,0.30586418604429716
TOI-762 A b,8.339,79.77493,0.03418,0.083,0.05650467322832688,0.44,2,1,0.76,3266.0,0.43,7492.450651373339,0.21665654734600484
TOI-763 b,2.28,9.79,0.06,0.04,0.746891291445067,0.92,1,2,4.51,5450.0,0.9,13652.16862941426,0.40107646123731444
TOI-763 c,2.63,9.32,0.1011,0.04,0.746891291445067,0.92,1,2,2.82,5450.0,0.9,10517.237744957287,0.3578764918467229
TOI-776 b,1.798,5.0,0.0653,0.052,0.11571193585728314,0.54,1,2,4.8,3725.0,0.55,6992.146890777352,0.4380452035356849
TOI-776 c,2.047,6.9,0.1001,0.089,0.11571193585728314,0.54,1,2,4.4,3725.0,0.55,5647.4201006360745,0.3889360958341568
TOI-778 b,15.4,878.0,0.06,0.21,0.76,1.4,1,1,1.3,6643.0,1.71,22937.505969277838,0.18914135171557517
TOI-782 b,2.734,19.1,0.0578,0.19,0.04047715405015526,0.4,1,1,7.99,3370.0,0.41,5805.203149296049,0.2664699665059296
TOI-784 b,1.93,9.67,0.038,0.0,0.7188609179509692,0.91,1,1,7.4,5558.0,0.91,17591.66525725118,0.4058620334427857
TOI-813 b,6.71,36.4,0.423,0.0,0.619,1.32,1,1,0.662,5823.7,2.04,8271.86441015921,0.2609361199547224
TOI-815 b,2.94,7.6,0.0903,0.2,0.4191129782637613,0.78,2,2,1.64,4869.0,0.77,9196.038358870797,0.2715762547887105
TOI-815 c,2.62,23.5,0.193,0.22,0.4191129782637613,0.78,2,2,7.2,4869.0,0.77,6290.2223126250265,0.29310465888004444
TOI-836 b,1.704,4.53,0.0422,0.053,0.2592872696148425,0.68,1,2,5.02,4552.0,0.67,11731.213573096615,0.464787094013814
TOI-836 c,2.587,9.6,0.075,0.078,0.2592872696148425,0.68,1,2,3.06,4552.0,0.67,8799.713551458353,0.3491745036071813
TOI-837 b,9.169,120.45697,0.0888,0.0,0.127,1.14,1,1,0.89,5995.0,1.05,13333.275911399884,0.280458886112622
TOI-849 b,3.64,41.8,0.0155,0.0,0.8988786596538656,0.97,1,1,5.6,5257.0,0.97,26897.846277223725,0.36359046565260855
TOI-858 B b,14.067,349.61125,0.04435,0.15,0.253,1.08,2,1,0.69,5842.0,1.31,20535.718409256377,0.20559567703580245
TOI-892 b,11.994,301.9385,0.092,0.125,0.404,1.28,1,1,0.962,6261.0,1.39,15740.433990004465,0.21708523254605752
TOI-905 b,13.126,211.99261,0.04666,0.024,0.8988786596538656,0.97,1,1,0.515,5570.0,0.92,15996.915611888033,0.28232799082419024
TOI-908 b,3.186,16.137,0.041657,0.132,0.8356657801380584,0.95,1,1,2.742,5626.0,1.03,18093.96963743014,0.30064323095389384
TOI-954 b,9.55,55.30242,0.04963,0.14,0.535,1.2,1,1,0.35,5710.0,1.89,22790.527899380955,0.21839207551167744
TOI-969 c,12.4,3591.461,2.52,0.628,0.332376270499219,0.73,1,2,10.4,4435.0,0.67,1479.075241169933,0.2121841213245467
TRAPPIST-1 b,1.116,1.374,0.01154,0.00622,0.00021869999999999998,0.09,1,7,5.441939,2566.0,0.12,5351.8493858886195,0.5122117093532857
TRAPPIST-1 c,1.097,1.308,0.0158,0.00654,0.00021869999999999998,0.09,1,7,5.463993,2566.0,0.12,4573.811306736664,0.6649892100348711
TRAPPIST-1 d,0.788,0.388,0.02227,0.00837,0.00021869999999999998,0.09,1,7,4.366784,2566.0,0.12,3852.5357608933605,0.6692754063635954
TRAPPIST-1 e,0.92,0.692,0.02925,0.0051,0.00021869999999999998,0.09,1,7,4.901605,2566.0,0.12,3361.583102530726,0.5155415536485364
TRAPPIST-1 f,1.045,1.039,0.03849,0.01007,0.00021869999999999998,0.09,1,7,5.022904,2566.0,0.12,2930.439986136169,0.5179801371633528
TRAPPIST-1 g,1.129,1.321,0.04683,0.00208,0.00021869999999999998,0.09,1,7,5.055986,2566.0,0.12,2656.7134126902406,0.517617674880505
TRAPPIST-1 h,0.755,0.326,0.06189,0.00567,0.00021869999999999998,0.09,1,7,4.16278,2566.0,0.12,2310.9819099139204,0.4695076242491128
TYC 0434-04538-1 b,12.7,1938.763,0.66,0.08,1.67,1.04,1,1,5.2,4679.0,9.99,11773.981083016894,0.34621889876826656
TYC 1422-614-1 b,13.3,794.5,0.69,0.06,1.35,1.15,1,2,1.86,4806.0,6.85,9794.08838735061,0.2739906332236068
TYC 1422-614-1 c,12.5,3178.0,1.37,0.048,1.35,1.15,1,2,8.94,4806.0,6.85,6950.695783271343,0.4952800288023702
TYC 2187-512-1 b,12.5,104.88337,1.22,0.05,0.08838834764831845,0.5,1,1,0.295,3734.0,0.5,1546.1047435594382,0.25834265708826354
TYC 3318-01333-1 b,13.1,1086.9786,1.414,0.098,1.21,1.19,1,1,2.66,4776.0,5.9,6309.938572393282,0.515409713205949
TYC 3667-1280-1 b,12.8,1716.282,0.21,0.036,1.38,1.87,1,1,4.5,5130.0,6.26,18115.66981920587,0.28956092589204063
TYC 4282-00605-1 b,12.4,3426.2074,0.422,0.28,1.91,0.97,1,1,9.87,4300.0,16.21,17237.06223618765,0.22625882629712046
Teegarden's Star b,1.05,1.16,0.0259,0.03,0.000316227766016838,0.1,1,3,5.51,3034.0,0.12,4223.9214144613425,0.7345813649840589
Teegarden's Star c,1.02,1.05,0.0455,0.04,0.000316227766016838,0.1,1,3,5.44,3034.0,0.12,3186.838192593378,0.5171547352070257
Teegarden's Star d,0.954,0.82,0.0791,0.07,0.000316227766016838,0.1,1,3,5.19,3034.0,0.12,2417.004560749299,0.503696076758665
TrES-1 b,12.666,266.9772,0.03925,0.0,1.147140697227607,1.04,2,1,0.712,5230.0,0.85,15741.671069937058,0.26234671795950654
TrES-2 b,15.244,473.5667,0.03568,0.0,0.038,1.36,2,1,0.884,5850.0,1.12,21198.83364178982,0.2244135372323444
TrES-3 b,14.975,607.03,0.02282,0.0,0.7756937995160011,0.93,1,1,0.994,5650.0,0.83,22038.863047159277,0.29237210682265014
TrES-4 b,18.046,247.9074,0.05084,0.0,0.726,1.08,2,1,0.099,6200.0,1.66,22914.082624128965,0.25455354937304464
TrES-5 b,13.384,568.9157,0.02459,0.03,0.6915901242788246,0.9,1,1,1.31,5171.0,0.87,19893.647205507903,0.2864519822852766
V0391 Peg b,13.1,1017.056,1.7,0.0,1.433,0.5,1,1,2.49,29300.0,0.23,6970.5426664690995,0.54379355050214
V1298 Tau b,10.27,203.41018,0.1688,0.29,1.5818561221827472,1.14,3,4,1.2,4941.0,1.41,9236.29299561427,0.17898636585438465
V1298 Tau c,5.59,76.27882,0.0825,0.43,1.5818561221827472,1.14,3,4,3.5,4941.0,1.41,13211.646598077497,0.21913872901547857
V1298 Tau d,6.41,98.52681,0.1083,0.21,1.5818561221827472,1.14,3,4,2.4,4941.0,1.41,11531.072270683793,0.21340368774308388
V1298 Tau e,9.976,321.00669,0.2409,0.1,1.5818561221827472,1.14,3,4,1.79,4941.0,1.41,7731.531370944231,0.2255734657222584
V830 Tau b,14.0,222.481,0.057,0.0,0.08,1.0,1,1,0.446,4250.0,2.0,16282.684662296473,0.29102703035852867
WASP-1 b,16.623,271.415,0.03889,0.0,0.441,1.24,2,1,0.348,6110.0,1.47,24296.31548507288,0.23469730467760372
WASP-10 b,12.106,1001.12,0.03781,0.0473,0.36535446722156006,0.75,1,1,4.14,4675.0,0.7,13010.284954930032,0.35316762604990143
WASP-100 b,14.908,400.4658,0.04574,0.0,0.766,0.77,2,1,0.53,6900.0,1.57,26146.30656554934,0.27570346071828483
