pl_name,pl_rade,pl_bmasse,pl_orbsmax,pl_orbeccen,st_lum,st_mass,sy_snum,sy_pnum,pl_dens,st_teff,st_rad,pl_temp,habitability_score
WASP-101 b,16.029,162.0933,0.05057,0.0,0.421,1.41,1,1,0.24,6380.0,1.31,21002.421101880103,0.24201232435667372
WASP-103 b,17.127,473.547,0.01985,0.15,0.413,1.22,1,1,0.55,6110.0,1.44,33659.039050156636,0.19585795924162158
WASP-104 b,12.745,404.263,0.02918,0.0,1.3091311121425235,1.08,2,1,1.074,5475.0,0.96,20311.24797672907,0.2583242804094588
WASP-105 b,10.761,572.094,0.075,0.0,0.6650664244684812,0.89,1,1,2.65,5070.0,0.9,11359.470669724647,0.3357008904638795
WASP-106 b,11.433,514.8846,0.0917,0.0,0.422,0.93,1,1,1.86,6055.0,1.31,14802.144504216629,0.315839984895597
WASP-107 b,10.536,30.5,0.055,0.06,0.2592872696148425,0.68,1,2,0.134,4425.0,0.66,9914.330909966779,0.2816609366543634
WASP-11 b,12.442,251.0857,0.0435,0.0,0.0,1.42,3,1,0.632,4800.0,0.89,14042.71637609716,0.20849232978261292
WASP-113 b,15.793,150.96925,0.05885,0.0,0.516,1.32,1,1,0.228,5890.0,1.61,19925.742396589387,0.2519478313762976
WASP-114 b,15.009,562.24127,0.02851,0.012,0.333,1.29,2,1,0.97,5940.0,1.43,27209.174583005053,0.2240267447292899
WASP-117 b,11.882,95.349,0.09459,0.3,0.274,1.29,1,1,0.3445,6040.0,1.22,14029.87344041373,0.17970899982815933
WASP-118 b,16.141,163.36462,0.05453,0.0,0.659,1.32,1,1,0.233,6410.0,1.7,23148.57457543277,0.25169582899805404
WASP-119 b,15.693,390.9309,0.0363,0.058,0.075,1.02,1,1,0.7,5650.0,1.2,21010.92974016183,0.263786243103944
WASP-12 b,22.026,467.2101,0.0234,0.0447,0.597,1.32,3,1,0.266,6265.0,1.69,34436.262612155006,0.18522543662977042
WASP-120 b,16.511,1541.4755,0.0514,0.057,0.675,1.39,1,1,2.0,6450.0,1.87,25162.771310353484,0.24196289722822764
WASP-121 b,19.649,367.72747,0.02596,0.0,0.644,1.36,1,1,0.266,6776.0,1.46,32866.76755361397,0.2383444224481282
WASP-123 b,14.773,285.72917,0.04263,0.0,0.162,1.17,2,1,0.521,5740.0,1.29,20422.485359569022,0.24558771921701186
WASP-124 b,13.899,190.698,0.0449,0.017,0.149,1.07,1,1,0.43,6050.0,1.02,18650.556812516395,0.27461083298774236
WASP-126 b,10.514,90.3,0.0449,0.18,0.159,1.12,1,2,0.41,5800.0,1.27,19951.070152767395,0.22399823055840834
WASP-127 b,14.695,52.3466,0.0484,0.0,0.258,0.95,2,1,0.097,5620.0,1.33,19054.561874598126,0.2695485545505011
WASP-129 b,10.424,317.83,0.0628,0.096,0.112,1.0,2,1,1.6,5900.0,0.9,14446.177830537501,0.24173825062619314
WASP-13 b,13.675,114.4188,0.05362,0.0,0.436,0.72,1,1,0.222,5950.0,1.37,19452.407402257024,0.29823505486524676
WASP-130 b,9.976,390.9309,0.1012,0.0,1.147140697227607,1.04,1,1,2.34,5625.0,0.96,11205.400903888285,0.3165086130103924
WASP-131 b,13.675,85.8141,0.0607,0.0,0.53,1.06,1,1,0.2,6030.0,1.53,19580.69912680935,0.2840663287947251
WASP-132 b,10.099,136.03056,0.0674,0.0163,0.43822264873188616,0.79,1,3,0.73,4686.0,0.76,10177.442193053252,0.302286303291869
WASP-132 c,1.841,6.26,0.01833,0.0,0.43822264873188616,0.79,1,3,5.47,4686.0,0.76,19515.844996380772,0.4538132356363287
WASP-132 d,12.8,1639.99458,2.71,0.12,0.43822264873188616,0.79,1,3,4.3,4686.0,0.76,1605.0329300301767,0.3412350877756243
WASP-133 b,13.563,368.6828,0.0345,0.17,0.305,1.16,1,1,0.88,5700.0,1.44,23818.042526991474,0.2164480935214755
WASP-135 b,14.572,603.877,0.0243,0.0,0.9317325438379406,0.98,1,1,1.16,5675.0,0.96,23070.545196101517,0.29180650779570944
WASP-136 b,15.468,479.9233,0.0661,0.0,0.823,1.41,1,1,0.773,6250.0,2.39,24307.35760260799,0.24704838937902643
WASP-139 b,8.967,37.18611,0.062,0.0,0.746891291445067,0.92,2,1,0.31,5310.0,0.8,12336.81868704995,0.2756802045049095
WASP-14 b,15.468,2809.6172,0.037,0.09,0.427,1.62,3,1,2.25,6475.0,1.4,25760.98357587491,0.1817512392712177
WASP-140 b,16.141,775.5052,0.0323,0.047,0.6915901242788246,0.9,2,1,1.1,5260.0,0.87,17656.45945465691,0.2556837499130002
WASP-141 b,13.563,854.9627,0.0469,0.0,0.315,1.25,1,1,1.98,5900.0,1.37,20624.59295131111,0.2817503191819995
WASP-142 b,17.15,266.9772,0.0347,0.0,0.513,1.33,1,1,0.31,6010.0,1.64,26723.366679489085,0.24766202346118535
WASP-144 b,9.528,139.8452,0.0316,0.0,0.47829690000000014,0.81,1,1,0.95,5200.0,0.81,17027.92873615784,0.30316199851158343
WASP-145 A b,10.088,282.8687,0.0261,0.0,0.3826904045279422,0.76,2,1,1.6,4900.0,0.68,16176.694911534105,0.28412742497389704
WASP-147 b,12.498,87.40325,0.0549,0.0,0.287,1.04,1,1,0.263,5702.0,1.43,18822.121461740488,0.28638241148288307
WASP-148 b,8.474,91.21675,0.08215,0.208,0.8356657801380584,0.95,1,2,0.831,5437.0,0.91,11704.038924000339,0.24133467892078336
WASP-148 c,13.9,124.58874,0.2044,0.1809,0.8356657801380584,0.95,1,2,0.255,5437.0,0.91,7419.917826259024,0.24141190174602511
WASP-15 b,15.805,171.6282,0.05165,0.0,0.49,1.18,1,1,0.263,6300.0,1.48,21812.013428895065,0.2687631586732653
WASP-150 b,11.994,2688.8418,0.0694,0.3775,0.558,1.39,1,1,8.54,6218.0,1.65,19609.76850246485,0.19353714111333956
WASP-151 b,13.305,100.43378,0.055,0.0,0.145,1.08,1,1,0.250651,5871.0,1.18,17588.59915619701,0.2816168517214949
WASP-153 b,17.374,123.9537,0.048,0.009,0.46,1.34,1,1,0.15,5914.0,1.73,22963.77406181075,0.24418999616540876
WASP-156 b,6.028,41.8,0.0458,0.0,0.6142107088596144,0.87,1,1,1.05,4987.0,0.83,13731.095496621776,0.30881648114880955
WASP-157 b,11.19,182.43442,0.0499,0.0,0.079,1.06,1,1,0.64,5772.0,1.1,17527.981426785365,0.2861240067225998
WASP-158 b,11.994,886.7457,0.0517,0.0,0.483,1.38,1,1,3.1,6350.0,1.39,21295.868972341304,0.29456965854176015
WASP-159 b,15.468,174.8065,0.0538,0.0,0.678,1.41,1,1,0.28,6120.0,2.11,24789.115108573988,0.24250529877912952
WASP-16 b,13.675,394.1092,0.0415,0.0,0.01,1.78,1,1,0.572,5700.0,1.14,19322.474603544924,0.22251517139399168
WASP-160 B b,12.218,88.35674,0.0452,0.0,0.6142107088596144,0.87,2,1,0.284,5298.0,0.87,15033.5613779501,0.27344848367069546
WASP-162 b,11.209,1652.716,0.0871,0.434,0.054,0.95,1,1,6.9,5300.0,1.11,12237.36161498092,0.2818748048330697
WASP-164 b,12.644,676.9779,0.02818,0.0,0.8356657801380584,0.95,1,1,1.96,5806.0,0.93,21572.849990243394,0.3107240833044142
WASP-165 b,14.123,209.13214,0.04823,0.0,0.428,1.25,1,1,0.44,5599.0,1.75,21813.752085601747,0.26089293477991926
WASP-166 b,7.062,32.10083,0.0641,0.0,0.283,1.19,1,1,0.54,6050.0,1.29,17554.187272735886,0.27584331060340506
WASP-168 b,16.814,133.4886,0.0519,0.0,0.155,1.08,2,1,0.16,6000.0,1.12,18027.52452126141,0.25526309804415437
WASP-169 b,14.617,178.30263,0.0681,0.0,0.789,1.34,1,1,0.33,6110.0,2.01,21469.66139880594,0.25065877032730854
WASP-17 b,20.961,247.9074,0.0515,0.0,0.613,2.28,1,1,0.082,6550.0,1.49,22787.166826685985,0.2169936778920909
WASP-171 b,10.985,344.52772,0.0504,0.0,0.672,1.17,1,1,1.5,5965.0,1.64,22007.79925567885,0.28342535276800873
WASP-172 b,17.598,149.3801,0.0694,0.0,0.934,1.49,1,1,0.16,6900.0,1.91,23412.379293241356,0.235698516701161
WASP-173 A b,13.451,1172.7927,0.0248,0.0,0.058,1.09,2,1,2.84,5767.0,1.13,25178.093669693193,0.2887196803300752
WASP-174 b,16.107,104.88337,0.05503,0.0,0.436,1.24,1,1,0.135,6399.0,1.35,20499.28673394732,0.2610488722857193
WASP-175 b,13.54,314.6517,0.04403,0.0,0.789,1.21,1,1,0.74,6229.0,1.2,21032.6562209196,0.26796139121027573
WASP-176 b,16.87,271.74465,0.0535,0.0,0.617,1.34,1,1,0.31,5941.0,1.93,23079.204110713723,0.24975257145680183
WASP-178 b,20.288,527.5978,0.0558,0.0,1.215,2.07,1,1,0.37,9360.0,1.67,33118.94523486741,0.21978320491562733
WASP-18 b,13.899,3241.84975,0.02024,0.0051,0.428,1.29,2,2,6.6,6432.0,1.32,33595.975774914295,0.2985979500542333
WASP-18 c,8.58,55.2,0.035,0.015,0.383,1.22,2,2,0.48,6400.0,1.23,24539.06549181411,0.23813594999666757
WASP-180 A b,13.899,286.047,0.048,0.0,0.315,1.3,2,1,0.61,6600.0,1.19,21254.76510285178,0.2309029957445189
WASP-182 b,9.528,47.03884,0.0451,0.0,0.155,1.08,1,1,0.318,5638.0,1.34,19876.902707033274,0.2836839213185449
WASP-184 b,14.908,181.1631,0.0627,0.0,0.501,1.23,1,1,0.32,6000.0,1.65,19907.602672037632,0.26340092280394256
WASP-185 b,14.011,311.4734,0.0904,0.24,0.412,1.12,1,1,0.66,5900.0,1.5,15544.36330511048,0.21032109359285306
WASP-186 b,12.442,1341.2426,0.06,0.33,0.5,1.21,1,1,3.821,6361.0,1.46,20294.84367595536,0.25325256724760775
WASP-187 b,18.383,254.264,0.0653,0.0,0.967,1.54,1,1,0.224,6150.0,2.83,26186.126110132955,0.23227680892020736
WASP-189 b,18.147,632.47853,0.05053,0.0,1.262,2.03,1,1,0.621987,8000.0,2.36,35361.514041662434,0.2214347425197966
WASP-19 b,15.861,366.77398,0.01652,0.0126,0.8988786596538656,0.97,1,1,0.506,5616.0,1.01,28401.565342164657,0.26533796915226904
WASP-190 b,12.89,317.83,0.0663,0.0,0.691,1.35,1,1,0.815,6400.0,1.6,20334.931476448703,0.2535835822940774
WASP-192 b,13.787,731.009,0.0408,0.0,0.282,1.09,1,1,1.62,5910.0,1.32,21742.219561754027,0.2941654472207482
WASP-193 b,16.41,44.17815,0.0676,0.056,0.274,1.06,1,1,0.059,6078.0,1.24,16836.728258558433,0.26145421784438605
WASP-2 b,12.117,295.89973,0.03144,0.0054,0.6915901242788246,0.9,2,1,0.914,5180.0,0.87,17624.12764317234,0.27149789069401753
WASP-20 b,16.388,98.841,0.06,0.0,0.338,1.2,2,1,0.132,5940.0,1.39,18491.738024494123,0.24107419308926464
WASP-21 b,11.99,95.345,0.052,0.0,0.304,1.01,1,1,0.32,5800.0,1.06,16937.088879530114,0.2895309061028905
WASP-22 b,13.787,212.9461,0.047,0.02,0.245,1.46,1,1,0.444,6000.0,1.24,19933.00043189395,0.22898500386501766
WASP-23 b,10.783,280.95,0.0376,0.062,0.4191129782637613,0.78,1,1,1.17,5150.0,0.77,15073.641472424493,0.280390618383989
WASP-24 b,15.468,394.1092,0.03651,0.0,0.331,1.43,3,1,0.622,6075.0,1.42,24504.398705263608,0.20578020017978907
WASP-25 b,11.994,139.8452,0.0473,0.0,0.24618512557266742,0.67,1,1,0.382,5750.0,0.8,15294.728776579048,0.29622458966693577
WASP-26 b,13.563,270.1555,0.04,0.0,0.287,1.12,2,1,0.703,6034.0,1.28,22076.987267303768,0.2530579713649121
WASP-28 b,13.664,282.54945,0.0442,0.0,0.15,0.99,1,1,0.651163,6084.0,1.08,19451.33710869125,0.2927644019424959
WASP-29 b,8.631,73.1009,0.0457,0.03,0.4006060816669288,0.77,1,1,0.65,4800.0,0.79,12907.917921385953,0.28938464502711103
WASP-3 b,15.917,772.3269,0.0315,0.0,0.434,1.62,3,1,0.89,6400.0,1.44,27987.58691658479,0.1926960422513742
WASP-31 b,17.363,151.916,0.04659,0.0,0.336,1.16,1,1,0.172,6302.0,1.25,21112.835420548014,0.27032987143799053
WASP-32 b,10.761,835.8929,0.0394,0.0,0.193,0.72,1,1,3.24,6140.0,0.95,19500.312674672627,0.35034830130581046
WASP-33 b,17.856,665.21819,0.0239,0.0,0.819,1.5,2,1,0.689,7430.0,1.44,37301.87148610447,0.20034394646395998
WASP-34 b,11.209,177.9848,0.0524,0.04,0.039,0.96,1,1,0.412,5700.0,0.91,15363.473671932605,0.2759758699371272
WASP-35 b,14.572,225.6593,0.04317,0.0,0.144,1.05,1,1,0.378,5990.0,1.08,19377.92130949931,0.28435515663074207
WASP-36 b,14.874,750.39663,0.02677,0.019,0.001,1.08,2,1,1.26,5959.0,0.99,23438.310824206466,0.2540792140636689
WASP-37 b,13.002,572.07,0.0446,0.0,0.7756937995160011,0.93,1,1,1.53,5800.0,1.0,17763.153811336062,0.30862473048632855
WASP-38 b,13.787,1093.3352,0.07522,0.03,0.453,1.76,1,1,2.54,6180.0,1.52,17968.1397486026,0.2445666144112492
WASP-39 b,14.93,88.989,0.0486,0.0,0.7756937995160011,0.93,1,1,0.167,5485.0,0.92,15435.187985194134,0.2950651041583181
WASP-4 b,14.807,376.94638,0.0226,0.0,0.5898540685771015,0.86,1,1,0.612,5400.0,0.89,21917.653446027325,0.2923293930662653
WASP-41 b,12.33,270.1555,0.04022,0.0,0.47829690000000014,0.81,1,2,0.742,5545.0,0.83,16292.17535132546,0.3085371270832171
WASP-41 c,13.1,1010.6994,1.07,0.294,0.7756937995160011,0.93,1,2,2.47,5545.0,0.87,3233.916484577782,0.4867395920266908
WASP-42 b,12.576,167.49641,0.0561,0.062,0.8356657801380584,0.95,1,1,0.464,5315.0,0.89,13692.298351383994,0.26882498655437476
WASP-43 b,10.424,565.714,0.0142,0.0,0.14859287222313186,0.58,1,1,2.939,4400.0,0.6,18498.803604462442,0.3113103994282593
WASP-44 b,12.33,276.5121,0.03453,0.068,0.8052810653384567,0.94,1,1,0.811,5420.0,0.91,17996.21635393595,0.2679256235632952
WASP-45 b,10.604,306.38812,0.03963,0.043,0.5661952739834993,0.85,2,1,1.418,5150.0,0.86,15516.863176852708,0.26552596417827173
WASP-46 b,13.159,607.0553,0.02335,0.022,0.5209227484918181,0.83,1,1,1.467,5600.0,0.86,21981.297409268627,0.2941444099877916
WASP-47 b,12.86,374.0,0.052,0.0006,0.024,1.04,1,4,0.993,5371.0,1.16,16407.483921517913,0.2976843733578368
WASP-47 d,3.65,15.5,0.085,0.001,0.024,1.04,1,4,1.8,5371.0,1.16,12833.177355869975,0.3277350461428028
WASP-47 e,1.83,9.0,0.01673,0.0,0.024,1.04,1,4,6.29,5371.0,1.16,28926.486671257702,0.4134253717532297
WASP-48 b,16.814,254.264,0.03444,0.0,0.58,0.88,1,1,0.415,5920.0,1.58,25934.5186005186,0.29677771165902217
WASP-49 b,12.442,117.5971,0.0379,0.0,0.746891291445067,0.92,2,1,0.288,5600.0,0.97,18323.7265192081,0.2695590260732146
WASP-5 b,12.184,502.15,0.0267,0.038,0.067,0.96,1,1,1.64,5700.0,1.03,22897.989374940444,0.28564749495092945
WASP-50 b,13.07,466.8287,0.0293,0.009,0.7756937995160011,0.93,1,1,1.325,5518.0,0.84,19109.39955766673,0.2974415162484355
WASP-52 b,14.24,146.2,0.0272,0.0,0.6142107088596144,0.87,1,1,0.29,5008.37,0.79,17457.61900704243,0.2935859062505765
WASP-53 b,12.038,677.61356,0.04101,0.03,0.5432221889406211,0.84,1,2,2.28,4953.0,0.8,14149.071753434153,0.3191231966799878
WASP-54 b,17.71,187.5197,0.04988,0.07,0.575,1.08,2,1,0.167,6100.0,1.76,23435.94438274093,0.22543854152163442
WASP-55 b,14.908,193.8763,0.0558,0.0,0.163,1.11,2,1,0.329,5900.0,1.09,16865.82824448828,0.2528304274313975
WASP-56 b,10.536,143.0235,0.05614,0.0,0.103,0.71,2,1,0.583,5600.0,0.96,14977.762906327636,0.2751251405183214
WASP-57 b,11.769,204.68252,0.03769,0.059,0.6650664244684812,0.89,1,1,0.693,5600.0,0.93,17991.85509757759,0.2738908327016803
WASP-58 b,16.029,308.2951,0.0562,0.0,0.16,1.06,2,1,0.45,5800.0,1.22,17478.302974950428,0.25947767618180095
WASP-59 b,8.687,274.276,0.0697,0.1,0.31671143023717974,0.72,1,1,2.4,4302.0,0.61,8231.489843778927,0.2907270482313691
WASP-6 b,11.545,117.5971,0.04217,0.05,0.12338700232905413,0.55,1,1,0.326,5450.0,0.73,14666.133841512903,0.2630470455543148
WASP-60 b,9.864,174.8065,0.05548,0.0,0.347,1.19,1,1,0.378,5900.0,1.17,17524.120405503625,0.2685387916434463
WASP-61 b,15.805,851.7844,0.0521,0.0,0.425,1.82,1,1,1.423,6250.0,1.55,22048.879142488637,0.23346096867612703
WASP-62 b,14.796,165.2716,0.0571,0.0,0.346,1.11,1,1,0.262,6230.0,1.23,18701.74195857313,0.27778474867188
WASP-63 b,15.805,117.5971,0.0574,0.0,0.449,1.28,1,1,0.173,5550.0,1.86,20433.982692722348,0.25639661097074046
WASP-64 b,14.247,403.945,0.02648,0.0,1.0,1.0,2,1,0.823,5400.0,1.06,22097.70717323757,0.26255387633001404
WASP-65 b,12.464,492.62,0.0334,0.0,0.055,1.04,1,1,1.5,5600.0,1.07,20500.58218917582,0.2961316401509117
WASP-66 b,15.693,746.9005,0.0546,0.0,0.637,1.33,1,1,1.144,6600.0,1.76,24236.14043168332,0.2590478686845187
WASP-67 b,12.89,136.6669,0.05179,0.0,0.7188609179509692,0.91,1,1,0.388,5200.0,0.88,13863.766538134603,0.2974743773823959
WASP-68 b,14.796,343.2564,0.06206,0.0,0.505,1.49,2,1,0.665,5910.0,1.79,20528.99187918421,0.21376577929380208
WASP-69 b,12.442,92.1707,0.04525,0.0,0.9317325438379406,0.98,1,1,0.291,4700.0,0.86,13252.484469700441,0.2916472169689051
WASP-7 b,14.908,305.1168,0.0617,0.034,0.537,1.28,1,1,0.55,6400.0,1.43,19928.055445998572,0.24327501739874718
WASP-70 A b,13.047,187.512,0.04853,0.0,0.162,1.11,2,1,0.499,5763.0,1.22,18688.863904521208,0.253658012636053
WASP-71 b,13.227,441.7837,0.04622,0.0,0.768,1.56,1,1,0.94,6180.0,2.14,27198.18373951124,0.23580359975270426
WASP-72 b,14.46,731.009,0.03711,0.0,0.724,2.78,1,1,0.87,6250.0,2.18,30982.916682790885,0.2182386312844317
WASP-73 b,15.917,908.9938,0.05512,0.0,0.795,2.52,1,1,1.596,6030.0,2.55,26527.254871974605,0.23345708463103493
WASP-74 b,15.244,228.8376,0.03443,0.0,0.4,0.98,1,1,0.3697,5990.0,1.42,24880.665663705066,0.2896223505031677
WASP-75 b,14.235,340.06,0.0375,0.0,0.304,1.14,2,1,0.69,6100.0,1.26,22869.621970360455,0.2498875949867497
WASP-76 b,20.781,284.1386,0.033,0.0,0.654,1.46,2,1,0.17,6329.0,1.76,29894.68432477155,0.20765169316367482
WASP-77 A b,13.787,529.81995,0.02335,0.0074,0.6915901242788246,0.9,2,1,1.115,5617.0,0.91,22679.902841902316,0.26759099118324725
WASP-78 b,21.633,352.7913,0.03488,0.0,0.763,1.87,1,1,0.131,6100.0,2.46,33133.602869557246,0.21526271329266622
WASP-79 b,17.15,270.15415,0.0519,0.0,0.664,1.39,1,1,0.13,6600.0,1.51,23025.45614001237,0.2432270346879416
WASP-8 b,12.666,807.2882,0.0801,0.31,2.785266747515118,1.34,2,2,2.47,5600.0,1.03,12988.227692163002,0.18551388764799867
WASP-8 c,12.5,3003.37,5.28,0.0,1.147140697227607,1.04,2,2,8.45,5690.0,0.99,1593.5746575624569,0.3028718644833427
WASP-80 b,11.198,170.99254,0.0344,0.002,0.14859287222313186,0.58,1,1,0.717,4143.0,0.59,11097.39973858836,0.2892872337027836
WASP-81 b,16.018,231.69807,0.03908,0.066,0.246,1.08,1,1,0.332,5870.0,1.28,21728.278577964462,0.2518481637795197
WASP-82 b,18.159,371.8611,0.0447,0.0,0.794,1.48,1,1,0.354,6480.0,2.1,28727.008562742423,0.23578547162716923
WASP-83 b,11.657,95.349,0.059,0.0,1.440888667766775,1.11,1,1,0.35,5510.0,1.05,15034.180315386659,0.27900936565642637
WASP-84 b,10.72,220.0,0.0778,0.077,0.5661952739834993,0.85,1,2,0.98,5280.0,0.77,10743.579424298483,0.28006872646208836
WASP-85 A b,13.899,402.05495,0.039,0.0,1.3520499697927923,1.09,2,1,0.88,6112.0,0.94,19407.71835246974,0.2582751876241254
WASP-87 b,15.524,692.8694,0.02946,0.0,0.537,1.2,2,1,1.02,6450.0,1.63,31031.063337685668,0.24253458746748072
WASP-88 b,16.365,133.4886,0.06431,0.0,0.724,0.94,1,1,0.141,6430.0,1.8,22002.26964796356,0.2943761087294408
WASP-89 b,11.657,1875.197,0.0427,0.193,0.746891291445067,0.92,1,1,7.0,5130.0,0.88,15062.7502698243,0.30673530136426475
WASP-90 b,18.271,200.2329,0.0562,0.0,0.63,1.55,1,1,0.193,6430.0,1.98,24685.101792967147,0.23105500882998903
WASP-91 b,11.545,425.8922,0.037,0.0,0.5432221889406211,0.84,1,1,1.59,4920.0,0.86,15341.682071091453,0.31272675208494227
WASP-92 b,16.376,255.85315,0.0348,0.0,0.275,1.19,1,1,0.346,6280.0,1.34,25204.723244648903,0.26522618271266907
WASP-93 b,17.901,467.2101,0.04211,0.0,0.618,1.33,1,1,0.479,6700.0,1.52,26035.354061501537,0.2507887417184305
WASP-94 A b,17.71,158.915,0.055,0.0,0.51,1.67,2,2,0.118,6170.0,1.48,20701.13650558217,0.20537722481222456
WASP-94 B b,14.1,196.411,0.0335,0.0,0.351,1.24,2,2,0.385,6040.0,1.35,24799.38617813053,0.23943264929268676
WASP-95 b,13.787,457.6752,0.03416,0.0,0.178,1.46,1,1,0.84,5830.0,1.23,22626.724639041215,0.23893979202063423
WASP-96 b,13.45,152.55,0.0453,0.0,0.032,1.06,1,1,0.37,5540.0,1.05,17251.021857276155,0.28359677908655767
WASP-97 b,12.778,432.2488,0.03303,0.0,0.071,1.18,1,1,1.21,5640.0,1.08,20859.130782545843,0.2746108912017111
WASP-98 b,12.823,293.03926,0.03762,0.07,0.47829690000000014,0.81,2,1,0.764,5473.0,0.74,15699.702561694334,0.24753739013321896
WASP-99 b,11.433,772.3269,0.0717,0.0,0.543,1.21,1,1,2.79,6150.0,1.64,19023.786974467697,0.3069241258509441
WD 1856+534 b,10.4,4386.054,0.0204,0.0,0.10139387074808813,0.52,3,1,21.4,4710.0,0.01,2132.874665075339,0.23278734037653065
WTS-1 b,16.7,1274.44,0.047,0.1,0.088,1.2,1,1,1.61,6250.0,1.15,19995.833909033754,0.2417671300873963
WTS-2 b,15.278,355.9696,0.01855,0.0,0.499284959284455,0.82,1,1,0.54,5000.0,0.75,20563.081235700924,0.2866728084816697
Wendelstein-1 b,11.561,188.15536,0.0282,0.012,0.22140975341264896,0.65,1,1,0.72,4251.0,0.61,12787.657049953807,0.2885553311462094
Wendelstein-2 b,12.993,232.33373,0.0234,0.057,0.332376270499219,0.73,1,1,0.62,4591.0,0.66,15769.969159522541,0.2694483475014213
Wolf 1061 b,1.21,1.91,0.0375,0.15,0.01313387844812034,0.29,1,3,5.92,3342.0,0.31,6214.857436976247,0.48055086545138026
Wolf 1061 c,1.66,3.41,0.089,0.11,0.01313387844812034,0.29,1,3,4.1,3342.0,0.31,4034.1477610668094,0.4074435969852155
Wolf 1061 d,2.69,7.7,0.47,0.55,0.01313387844812034,0.29,1,3,2.17,3342.0,0.31,1755.4880427504513,0.23055658815985278
Wolf 327 b,1.24,2.53,0.01,0.0,0.04413097255681093,0.41,1,1,7.24,3542.0,0.41,14668.982733753903,0.4720608752496758
Wolf 503 b,2.043,6.27,0.05712,0.409,0.2728800698583353,0.69,1,1,4.03,4716.0,0.69,10601.413021940156,0.3400957967646427
XO-1 b,12.778,263.7989,0.0488,0.0,0.6392774017356785,0.88,1,1,0.64,5750.0,0.88,15792.787142800236,0.3006103024499212
XO-2 N b,11.131,179.89178,0.0368,0.028,0.8988786596538656,0.97,2,3,0.715,5340.0,0.99,17914.077847808603,0.26173472275347065
XO-2 S b,10.9,82.6358,0.13,0.18,0.9317325438379406,0.98,2,3,0.351,5399.0,1.0,9685.034307970507,0.2151121379583255
XO-2 S c,13.6,435.409,0.4756,0.1528,0.9317325438379406,0.98,2,3,0.951,5399.0,1.02,5113.897305944834,0.22572666459684165
XO-3 b,15.805,2316.9807,0.0476,0.29,0.63,1.21,1,1,8.09,6781.0,1.41,23870.38020805754,0.2329132489548656
XO-4 b,14.011,451.3186,0.05524,0.0,0.536,1.1,1,1,0.83,6397.0,1.45,21197.909273497058,0.28352079776755246
XO-5 b,12.78,378.2,0.0515,0.0,1.147140697227607,1.04,1,1,1.06,5430.0,1.13,16451.100253723598,0.2927476520468343
XO-6 b,23.203,1398.452,0.0815,0.0,0.536,1.47,1,1,0.62,6720.0,1.93,21150.88945243046,0.24067149220121142
XO-7 b,15.39,225.34147,0.04421,0.038,0.431,1.41,1,1,0.34,6250.0,1.48,23388.91791820041,0.22450452005570776
YZ Cet b,0.913,0.7,0.01634,0.06,0.0010267107869307698,0.14,1,3,5.05,3151.0,0.16,6377.373907724911,0.5018820053901538
YZ Cet c,1.05,1.14,0.02156,0.0,0.0010267107869307698,0.14,1,3,5.41,3151.0,0.16,5551.924204072033,0.5365354864545094
YZ Cet d,1.03,1.09,0.02851,0.07,0.0010267107869307698,0.14,1,3,5.48,3151.0,0.16,4828.0226406202555,0.5134711187793375
alf Ari b,13.4,572.07,1.2,0.25,1.934,1.5,1,1,1.31,4553.0,13.9,10022.450952258174,0.17995673366835
alf Tau b,12.7,2056.3601,1.46,0.1,2.672,1.13,2,1,5.52,4055.0,45.1,14576.80062597711,0.31066428485410813
bet Cnc b,12.6,2479.0,1.7,0.08,2.9,1.7,2,1,6.81,4092.1,47.2,13946.084393353613,0.35296834748144046
bet Pic b,18.495,3727.80939,10.018,0.106,0.953,1.8,1,2,3.24,8038.68,1.54,2038.515883668121,0.2414471625301558
bet Pic c,12.5,3222.46222,2.68,0.314,0.958,1.8,1,2,9.07,7890.0,2.01,4419.439032747903,0.17181584634057792
bet UMi b,12.7,1938.7,1.4,0.19,2.73,1.4,1,1,5.2,4126.0,38.3,13958.02927794261,0.27984817983224
eps CrB b,12.7,2129.461,1.3,0.11,2.235,1.7,1,1,5.71,4406.0,21.0,11453.59905713374,0.2814436746705128
eps Eri b,14.1,209.76675,3.53,0.07,0.499284959284455,0.82,1,1,0.411,5020.38,0.76,1506.6609990278344,0.27190820871197113
eps Ind A b,12.7,2005.49725,28.4,0.4,0.3826904045279422,0.76,3,1,5.38,4760.0,0.68,476.3890288678104,0.272476674693611
eps Tau b,12.7,2285.18625,1.878,0.076,1.893,2.57,1,1,6.13,4877.0,12.35,8089.058059583432,0.5245257735210616
gam Cep b,12.7,2097.66749,2.13,0.15,1.073,1.27,2,1,5.63,4775.0,4.74,4607.148991439692,0.27441662941748773
gam Lib b,13.7,357.87479,1.319,0.16,1.897,1.78,1,2,0.765,4879.0,12.38,9667.813298109031,0.1873024620128416
gam Lib c,12.8,1662.5604,2.318,0.065,1.897,1.78,1,2,4.36,4879.0,12.38,7292.793842467389,0.2916493939622613
gam Psc b,13.6,425.89007,1.32,0.204,1.766,0.99,1,1,0.93,4742.0,11.2,8933.941565577443,0.3378822693396383
gam1 Leo b,12.5,2790.43,1.19,0.144,2.51,1.23,2,1,7.85,4330.0,31.88,14495.496125599939,0.24020069039417036
