pl_name,pl_rade,pl_bmasse,pl_orbsmax,pl_orbeccen,st_lum,st_mass,sy_snum,sy_pnum,pl_dens,st_teff,st_rad,pl_temp
HD 208527 b,12.5,3146.4,2.1,0.08,2.863,1.6,1,1,8.85,4035.0,51.1,12873.713918012869
HD 20868 b,13.7,397.2875,0.95,0.75,0.03704470362669946,0.39,1,1,0.849,4802.0,0.76,2777.9643072217227
HD 208897 b,13.7,379.48712,1.063,0.02,1.09,1.25,1,1,0.811,4860.0,4.98,6803.679082977269
HD 209458 b,15.581,232.0159,0.04707,0.0,0.232,1.13,1,1,0.362,6091.0,1.18,19725.000194904376
HD 210193 b,14.3,153.1,1.487,0.24,0.056,1.04,1,1,0.288,5790.0,1.06,3161.8082205745745
HD 210277 b,13.6,410.0007,1.13,0.48,1.0354396902316474,1.01,1,1,0.896,5538.0,1.07,3485.5003499950394
HD 210702 b,13.6,481.51004,1.079,0.071,1.035,1.33,1,1,1.05,4912.0,4.54,6516.810228495808
HD 211403 b,12.8,1760.76937,0.768,0.084,0.364,1.2,1,1,4.61,6273.0,1.21,5092.685708796343
HD 211810 b,14.0,212.9461,2.656,0.68,0.07,1.03,1,1,0.426,5652.0,1.13,2384.442487403702
HD 211970 b,3.66,13.0,0.143,0.15,0.1772778281686968,0.61,1,1,1.46,4127.0,0.57,5329.21682263872
HD 212301 b,14.2,162.0933,0.03,0.0,0.243,1.55,2,1,0.311,6239.0,1.16,25092.438307085806
HD 212771 b,13.3,759.6137,1.19,0.076,1.188,1.56,1,1,1.77,5003.0,5.27,6809.603763471183
HD 213240 b,12.8,1655.886,1.89,0.42,0.429,1.57,2,1,4.34,5979.0,1.51,3456.5722350670576
HD 213472 b,13.1,1112.39942,13.0,0.53,0.285,1.05,1,1,2.72,5729.54,1.43,1229.0671480386097
HD 213519 b,2.99,9.21702,0.099,0.413,0.089,1.05,1,1,1.89,5840.0,1.08,12475.749320026776
HD 213885 b,1.745,8.83,0.02012,0.0,0.139,1.07,1,2,9.15,5978.0,1.1,28588.921835403064
HD 213885 c,4.71,19.95,0.056798,0.0,0.139,1.07,1,2,1.05,5978.0,1.1,17015.520702999387
HD 21411 b,9.52,65.9,0.362,0.4,0.6650664244684812,0.89,1,1,0.42,5605.0,0.83,5489.336953562789
HD 214823 b,12.1,5914.78665,3.08,0.161,0.638,1.11,2,1,18.3,6215.0,2.04,3271.450629530323
HD 215152 b,1.19,1.819,0.057638,0.0,0.4006060816669288,0.77,1,4,5.93,4935.0,0.73,11359.35436363128
HD 215152 c,1.17,1.72,0.067393,0.0,0.4006060816669288,0.77,1,4,5.9,4935.0,0.73,10505.112424230008
HD 215152 d,1.48,2.801,0.08799,0.0,0.4006060816669288,0.77,1,4,4.75,4935.0,0.73,9193.723544982558
HD 215152 e,1.51,2.877,0.15417,0.0,0.4006060816669288,0.77,1,4,4.59,4935.0,0.73,6945.574324197177
HD 21520 b,2.697,17.7,0.1726,0.0,0.066,1.09,1,1,1.35,5871.0,1.04,9321.11500769481
HD 215497 b,2.4,6.3566,0.05,0.16,0.24618512557266742,0.67,1,2,2.53,5110.0,0.85,13627.144872287581
HD 215497 c,13.0,111.23994,1.31,0.47,0.746891291445067,0.92,1,2,0.278,5113.0,0.9,2741.074956622251
HD 216435 b,13.7,400.4,2.56,0.07,0.557,1.3,1,1,0.856,5999.0,1.8,3253.5287144073654
HD 216437 b,13.0,1334.87931,2.57,0.31,0.35,1.22,1,1,3.34,5909.0,1.39,2810.6990094350185
HD 216520 b,3.18,10.26,0.198,0.09,0.499284959284455,0.82,1,2,1.75,5103.0,0.76,6466.351099151015
HD 216520 c,3.03,9.44,0.528,0.12,0.499284959284455,0.82,1,2,1.86,5103.0,0.76,3959.815172651285
HD 216536 b,13.8,333.7215,0.61,0.38,1.8,0.81,1,1,0.698,4639.0,9.83,12044.692753133386
HD 216770 b,14.1,181.1631,0.46,0.37,0.34858686540120815,0.74,1,1,0.355,5399.0,0.93,4965.184581309927
HD 21693 b,2.8,8.23,0.1455,0.12,0.457946721791957,0.8,1,2,2.06,5430.0,0.91,8783.114436172938
HD 21693 c,4.34,17.37,0.2586,0.07,0.457946721791957,0.8,1,2,1.17,5430.0,0.91,6588.184874736135
HD 217107 b,13.6,413.179,0.08,0.13,0.098,1.0,1,2,0.903,5622.0,1.11,13544.620752066665
HD 217107 c,13.2,826.32,5.32,0.517,0.098,0.98,1,2,1.97,5575.0,1.2,1712.5339534704074
HD 21749 c,0.892,3.7,0.0695,0.05,0.332376270499219,0.73,1,2,31.93,4640.0,0.7,9524.322893695076
HD 217786 b,12.3,4402.55909,2.446,0.311,0.276,1.14,2,2,13.0,5966.0,1.27,2780.4583589465037
HD 217786 c,2.61,7.31005,0.038,0.399,0.304,1.14,2,2,2.26,5966.0,1.34,22914.129440766857
HD 217958 b,14.2,166.54209,3.758,0.156,0.292,1.08,1,1,0.32,5930.64,1.33,2281.962520520097
HD 218566 b,9.32,63.566,0.69,0.3,0.3826904045279422,0.76,1,1,0.431,4730.0,0.85,3395.514351498184
HD 219077 b,12.5,3057.50928,5.935,0.768,0.425,0.92,1,1,8.6,5362.0,1.91,1967.3998946477886
HD 219134 b,1.602,4.74,0.03876,0.0,0.47829690000000014,0.81,1,6,6.34,4699.0,0.78,13633.908478618672
HD 219134 c,1.511,4.36,0.0653,0.062,0.47829690000000014,0.81,1,6,6.95,4699.0,0.78,10504.023093659227
HD 219134 d,1.61,16.17,0.237,0.138,0.47829690000000014,0.81,1,6,21.349317239840783,4699.0,0.78,5513.635925515047
HD 219134 f,1.31,7.3,0.1463,0.148,0.47829690000000014,0.81,1,6,17.892069315699406,4699.0,0.78,7017.6240033444465
HD 219134 g,3.28,10.80622,0.3753,0.0,0.43822264873188616,0.79,1,6,1.68,4913.0,0.77,4551.581847229086
HD 219134 h,12.7,108.0622,3.11,0.06,0.43822264873188616,0.79,1,6,0.29,4913.0,0.77,1581.1440728678042
HD 219139 b,14.0,247.90616,0.94,0.11,1.795,1.46,1,1,0.496,4831.0,11.22,10795.159197706975
HD 219415 b,13.8,317.83,3.2,0.4,0.62,1.0,1,1,0.665,4820.0,2.9,2967.772185319153
HD 219666 b,4.24,16.6,0.104,0.0,0.746891291445067,0.92,1,1,0.87,5527.0,1.03,11249.958476070084
HD 219828 b,4.59,19.0697,0.049,0.091,0.42,1.04,1,2,1.08,5891.0,1.56,21498.729435010904
HD 219828 c,12.2,5102.41725,5.657,0.811,0.42,1.04,1,2,15.4,5891.0,1.61,2032.6770489337744
HD 220074 b,12.2,5288.6912,1.6,0.14,2.894,2.2,1,1,16.0,3787.0,54.92,14350.270590117338
HD 220197 b,9.32,63.566,2.729,0.187,0.7188609179509692,0.91,1,1,0.431,5683.0,0.98,2202.6649353226703
HD 220689 b,13.7,381.39409,3.396,0.054,0.093,1.02,1,1,0.815,5921.0,1.07,2149.624589368168
HD 220773 b,13.6,460.8,4.94,0.51,0.498,1.16,1,1,1.01,5940.0,1.68,2240.4596332157844
HD 220842 b,13.1,1010.6994,0.74,0.404,0.357,1.13,2,1,2.47,5960.0,1.42,5339.9118054968085
HD 221287 b,13.1,982.05,1.25,0.08,0.22,1.25,1,1,2.4,6304.0,1.14,3893.795472581483
HD 221416 b,9.17,60.5,0.1228,0.115,0.712,1.21,1,1,0.431,5080.0,2.94,16076.729562291684
HD 221420 b,12.0,6992.22495,10.1,0.12,0.603,1.34,1,1,22.2,5847.0,1.95,1661.6870098241332
HD 221585 b,13.5,511.7063,2.306,0.123,0.422,1.19,1,1,1.14,5620.0,1.85,3255.757430922355
HD 222076 b,13.5,495.8148,1.83,0.08,0.929,1.07,1,1,1.11,4806.0,4.1,4652.749403685692
HD 222155 b,13.4,581.62598,5.14,0.16,0.509,1.21,1,1,1.33,5701.0,1.85,2212.1514562599423
HD 222237 b,12.8,1649.52943,10.8,0.56,0.3826904045279422,0.76,1,1,4.32,4751.0,0.71,787.8831983157671
HD 222582 b,12.6,2660.2371,1.34,0.73,0.115,1.12,2,1,7.31,5790.0,1.13,3438.9423740224297
HD 224538 b,12.7,2075.73733,2.375,0.476,0.47,1.23,1,1,5.57,6097.0,1.54,3175.4425553104993
HD 224693 b,14.0,222.481,0.191,0.104,0.61,1.31,1,1,0.446,5894.0,1.93,12118.01859453027
HD 22496 b,2.22,5.57,0.051,0.05,0.2592872696148425,0.68,1,1,2.8,4385.0,0.67,10279.723259574766
HD 22532 b,13.4,673.79622,1.9,0.03,1.274,1.57,1,1,1.54,5038.0,5.69,5638.93395542427
HD 22781 b,12.3,4338.2,1.167,0.8191,0.36535446722156006,0.75,1,1,12.8,5027.0,0.74,2589.100026995037
HD 22946 d,2.607,26.57,0.2958,0.05,0.209,1.1,1,3,10.8,6169.0,1.12,7763.976441437858
HD 23079 b,13.2,829.5363,1.6,0.1,0.133,1.12,1,1,1.98,5974.0,1.07,3159.778414489933
HD 23127 b,13.5,485.32641,2.37,0.406,0.452,1.21,1,1,1.08,5843.0,1.49,2996.5005357643754
HD 231701 b,13.7,359.1479,0.567,0.13,0.47,1.21,1,1,0.768,6101.0,1.53,6482.085021808269
HD 233604 b,12.7,2089.644,0.747,0.05,1.75,1.5,1,1,5.61,4791.0,10.9,11836.917782931207
HD 233832 b,13.5,565.7374,2.827,0.359,0.30158116914673233,0.71,2,1,1.26,4981.0,0.68,1580.0382696843797
HD 23472 b,2.0,8.32,0.1162,0.072,0.24618512557266742,0.67,1,5,6.15,4684.0,0.71,7488.632336662854
HD 23472 c,1.87,3.41,0.1646,0.063,0.24618512557266742,0.67,1,5,3.1,4684.0,0.71,6292.02815783881
HD 23472 d,0.75,0.55,0.04298,0.07,0.24618512557266742,0.67,1,5,7.5,4684.0,0.71,12313.240648492658
HD 23472 e,0.818,0.72,0.068,0.07,0.24618512557266742,0.67,1,5,7.5,4684.0,0.71,9789.28824742922
HD 23472 f,1.137,0.77,0.0906,0.07,0.24618512557266742,0.67,1,5,3.0,4684.0,0.71,8480.89085518917
HD 235088 b,2.075,4.2,0.071,0.0,0.5661952739834993,0.85,1,1,2.58,5037.0,0.79,10867.154319320398
HD 23596 b,12.4,3786.60764,2.694,0.282,0.458,1.1,2,1,10.9,6040.0,1.53,2944.0377232549386
HD 238090 b,2.52,6.89,0.0932,0.3,0.14859287222313186,0.58,1,1,2.37,3933.0,0.57,6290.902151589061
HD 238914 b,12.8,1906.98,5.7,0.56,1.85,1.47,1,1,5.0,4769.0,12.73,4609.603902340167
HD 240210 b,12.8,1655.82,1.16,0.15,1.55,0.82,1,1,4.34,4297.0,25.46,13020.422320356714
HD 240237 b,12.2,5050.3187,1.92,0.4,2.49,8.76,1,1,15.3,3926.0,71.23,15466.450830851705
HD 24040 b,13.0,1226.8238,4.92,0.04,0.276,1.11,1,2,3.07,5802.0,1.3,1928.9739441942036
HD 24040 c,9.35,63.88351,1.3,0.11,0.276,1.1,1,2,0.429,5776.49,1.39,3863.3073647766123
HD 24064 b,12.3,4096.8287,1.29,0.35,2.546,1.61,1,1,12.1,4052.0,40.0,14593.655478379293
HD 24085 b,3.46,11.8,0.034,0.22,0.377,1.22,1,1,1.57,6034.0,1.41,25132.455127288347
HD 25015 b,12.5,2884.92845,6.248,0.341,0.5898540685771015,0.86,1,1,8.12,5160.0,0.83,1216.4037477868485
HD 25171 b,13.9,290.81445,2.971,0.042,0.276,1.08,2,1,0.595,6125.0,1.23,2548.982389591024
HD 25463 b,2.545,8.7,0.076,0.0,0.471,1.25,1,2,2.87,6337.87,1.42,17719.041082789437
HD 25463 c,1.364,4.3,0.0443,0.0,0.471,1.25,1,2,9.09,6337.87,1.42,23208.3971745381
HD 25723 b,13.3,794.57102,1.49,0.04,1.944,2.12,1,1,1.86,4766.0,13.76,9367.627932822063
HD 25912 b,6.9,38.13941,0.242,0.05,0.041,1.08,1,2,0.638,5920.58,1.0,7784.2375894754005
HD 25912 c,12.2,5252.75008,17.848,0.051,0.041,1.08,1,2,15.9,5920.58,1.0,906.4189725177912
HD 260655 b,1.24,2.14,0.02933,0.039,0.05650467322832688,0.44,1,2,6.2,3803.0,0.44,9526.999541925637
HD 260655 c,1.533,3.09,0.04749,0.038,0.05650467322832688,0.44,1,2,4.7,3803.0,0.44,7487.056164753929
HD 26161 b,11.9,9045.39646,10.087,0.922,0.393,1.12,1,1,29.5,6057.62,1.46,1490.5857182701213
HD 2638 b,14.3,133.4886,0.04,0.0,0.4006060816669288,0.77,3,1,0.251,5186.0,0.94,16260.2027196789
HD 2685 b,16.141,371.8611,0.0568,0.091,0.668,1.43,1,1,0.486,6801.0,1.56,23052.62673736685
HD 27442 b,13.5,495.8,1.271,0.06,0.851,1.23,2,1,1.11,4846.0,3.18,4957.739537365125
HD 27631 b,13.5,495.81231,3.242,0.141,0.8052810653384567,0.94,1,1,1.11,5737.0,0.92,1976.6590740817844
HD 27894 b,14.1,196.73578,0.125,0.047,0.47829690000000014,0.81,1,3,0.386,4875.0,0.89,8413.450211264819
HD 27894 c,8.24,51.48846,0.198,0.015,0.457946721791957,0.8,1,3,0.506,4894.0,0.89,6710.979085842305
HD 27894 d,12.7,2063.65985,5.362,0.343,0.47829690000000014,0.81,1,3,5.54,4894.0,0.89,1289.6001521092805
HD 27969 b,12.9,1525.57635,1.552,0.182,0.528,1.16,1,1,3.91,5966.0,1.27,3490.589381520329
HD 28109 b,2.199,18.496,0.1357,0.3307,0.456,1.26,1,3,9.56,6120.0,1.45,12939.128073607477
HD 28109 c,4.23,7.943,0.308,0.1203,0.456,1.26,1,3,0.577,6120.0,1.45,8588.544637858437
HD 28109 d,3.25,5.681,0.411,0.0864,0.456,1.26,1,3,0.909,6120.0,1.45,7434.881046949045
HD 28185 b,12.8,1855.16441,1.035,0.055,0.016,0.99,1,2,4.86,5662.0,1.03,3653.236723436069
HD 28185 c,12.1,6241.83209,13.176,0.12,0.016,0.99,1,2,19.4,5662.0,1.03,1023.8968254127196
HD 28192 b,12.2,99.79812,0.118,0.104,0.103,1.08,1,1,0.302,5919.87,1.07,11529.82105745885
HD 28254 b,13.0,1207.74795,2.45,0.95,0.34,1.1,2,1,3.02,5664.0,1.48,2847.2825885689763
HD 284149 AB b,12.0,8352.53054,431.16,0.05,0.342,1.13,2,1,26.6,6035.0,1.36,219.2234505273024
HD 285507 b,13.8,311.4734,0.06,0.09,0.499284959284455,0.82,1,1,0.651,4503.0,0.69,9876.666269842128
HD 285968 b,2.83,8.4,0.066,0.0,0.08838834764831845,0.5,1,1,2.04,3703.49,0.48,6459.803975550947
HD 28678 b,13.5,490.09386,1.18,0.149,1.36,1.53,1,1,1.09,4972.0,6.48,7535.934784137988
HD 29021 b,12.9,1420.69298,2.28,0.459,0.5661952739834993,0.85,1,1,3.64,5560.0,0.85,2195.7168926228114
HD 290327 b,13.3,772.3269,3.43,0.08,0.5432221889406211,0.84,1,1,1.8,5505.0,0.95,1873.8359990275194
HD 29399 b,13.5,498.9906,1.913,0.05,1.002,1.17,1,1,1.11,4845.0,4.5,4806.20250470557
HD 2952 b,13.9,284.77425,1.117,0.269,1.768,1.91,1,1,0.583,4853.0,10.9,9805.200211163961
HD 29985 b,12.8,1739.47487,13.39,0.261,0.36535446722156006,0.75,1,1,4.56,4678.0,0.57,624.2619562444507
HD 30177 b,12.6,2670.7121,3.604,0.207,0.083,0.98,1,2,7.34,5580.0,1.02,1920.0007830988818
HD 30177 c,12.7,1954.6447,10.258,0.039,0.084,0.98,1,2,5.24,5580.0,1.18,1224.0618634947639
HD 30562 b,13.6,467.20776,2.34,0.76,0.45,1.12,1,1,1.02,5882.0,1.61,3155.655180697982
HD 30669 b,14.3,149.37,2.69,0.18,0.746891291445067,0.92,1,1,0.281,5400.0,0.91,2031.4111325896645
HD 30856 b,13.5,491.68301,1.85,0.061,0.996,1.17,2,1,1.1,4895.0,4.4,4882.61726375694
HD 31253 b,14.1,197.0546,1.26,0.3,0.517,1.7,1,1,0.386,6130.0,1.75,4672.547644893248
HD 31527 b,3.22,10.47,0.1254,0.1,0.079,0.96,1,3,1.72,5898.0,1.07,11143.135228837366
HD 31527 c,3.85,14.16,0.2663,0.04,0.079,0.96,1,3,1.36,5898.0,1.07,7646.638973650868
HD 31527 d,3.46,11.82,0.8098,0.24,0.079,0.96,1,3,1.57,5898.0,1.07,4384.976629034986
HD 3167 b,1.67,4.97,0.01796,0.0,0.5432221889406211,0.84,1,4,5.6,5261.0,0.88,23818.586440613315
HD 3167 c,3.0,11.13,0.1776,0.06,0.5432221889406211,0.84,1,4,2.11,5261.0,0.88,7574.390112411795
HD 3167 d,1.92,4.33,0.0763,0.12,0.5432221889406211,0.84,1,4,3.36,5261.0,0.88,11555.982648343279
HD 3167 e,2.83,8.41,0.3885,0.15,0.5432221889406211,0.84,1,4,2.04,5261.0,0.88,5121.222424382747
HD 32518 b,13.2,905.49313,0.594,0.028,1.666,1.13,1,1,2.16,4580.0,10.22,12287.321323670627
HD 32963 b,13.4,657.9048,3.41,0.07,0.064,0.94,1,1,1.5,5727.0,1.11,2113.347892940834
HD 330075 b,14.3,152.5584,0.04,0.0,0.07117746275774374,0.47,1,1,0.287,5000.0,0.84,14819.691527329267
HD 331093 b,13.6,476.74261,1.44,0.59,0.006,1.03,1,1,1.04,5544.0,1.11,3148.2048027481364
HD 33142 b,13.7,400.46379,1.074,0.049,1.0,1.52,1,3,0.856,5025.4,4.17,6404.659333616027
HD 33142 c,13.9,282.86728,1.955,0.081,1.0,1.52,1,3,0.579,5025.4,4.17,4747.0608005348795
HD 33142 d,9.32,63.56568,0.452,0.191,1.0,1.52,1,3,0.431,5025.4,4.17,9872.541265202253
HD 332231 b,9.073,74.1,0.145,0.0,0.315,1.16,1,1,0.55,6128.0,1.27,11729.94911565519
HD 33283 b,12.5,104.56607,0.1508,0.399,0.64,1.38,2,1,0.294,5935.0,1.97,13874.351015432652
HD 33564 b,12.5,2892.1,1.1,0.34,0.535,1.25,1,1,8.14,6250.0,1.44,4625.135206502407
HD 33844 b,13.4,638.8383,1.6,0.15,1.183,1.84,1,2,1.46,4861.0,5.39,5770.580774627439
HD 33844 c,13.5,556.2025,2.24,0.13,1.149,1.78,1,2,1.24,4861.0,5.29,4831.5776106653675
HD 34445 b,13.9,260.6206,2.07,0.27,0.303,1.14,1,6,0.533,5879.0,1.38,3104.6835660631464
HD 34445 c,8.42,53.5,0.7181,0.036,0.303,1.07,1,6,0.492,5836.0,1.38,5232.65227097612
HD 34445 d,6.07,30.7,0.4817,0.027,0.303,1.07,1,6,0.754,5836.0,1.38,6388.8988950872035
HD 34445 e,4.26,16.8,0.2687,0.09,0.303,1.07,1,6,1.19,5836.0,1.38,8554.221772647623
HD 34445 f,6.88,37.9,1.543,0.031,0.303,1.07,1,6,0.64,5836.0,1.38,3569.6971750934913
HD 34445 g,13.6,120.6,6.36,0.032,0.303,1.07,1,6,0.263,5836.0,1.38,1758.2708689661692
HD 35759 b,13.0,1195.0408,0.389,0.389,0.537,1.15,1,1,2.99,6060.0,1.76,8337.074254612913
HD 360 b,14.0,238.37131,0.98,0.139,1.742,1.69,1,1,0.477,4770.0,10.86,10270.220454147731
HD 36384 b,12.7,2097.66749,1.3,0.2,2.589,1.14,1,1,5.63,3940.0,38.4,13849.996703353232
HD 3651 b,10.1,72.46524,0.295,0.645,0.457946721791957,0.8,1,1,0.386,5221.0,0.87,5799.116369259052
HD 37124 b,14.0,214.53525,0.53364,0.054,0.5661952739834993,0.85,1,3,0.43,5698.64,0.95,4917.771539439265
HD 37124 c,14.1,207.22516,1.71,0.125,0.5661952739834993,0.85,1,3,0.406,5698.64,0.95,2747.2265930351937
HD 37124 d,14.0,221.20968,2.807,0.16,0.5661952739834993,0.85,1,3,0.443,5698.64,0.95,2144.229815935047
HD 37605 b,13.2,854.9627,0.277,0.6745,0.8052810653384567,0.94,1,2,2.04,5329.0,0.91,6247.209123076693
HD 37605 c,13.1,1013.8777,3.74,0.03,0.8052810653384567,0.94,1,2,2.48,5329.0,0.91,1700.161304568474
HD 3765 b,8.56,54.98431,2.108,0.298,0.5661952739834993,0.85,1,1,0.482,5049.8,0.83,2049.450498779185
HD 38283 b,14.0,127.132,1.02,0.41,0.411,1.37,1,1,0.255,5981.0,1.49,4675.481715253967
HD 38529 b,14.1,206.58846,0.115,0.256,0.84,1.53,2,2,0.405,5567.0,2.86,17956.216366477274
HD 38529 c,12.5,3299.05886,3.226,0.357,0.84,1.53,2,2,9.28,5567.0,2.86,3390.248781256772
HD 38801 b,12.5,3082.31534,1.623,0.017,0.659,1.21,1,1,8.67,5338.0,2.03,3861.240392170315
HD 39091 b,12.4,3917.23512,3.311,0.642,0.16,1.1,1,3,11.3,5950.0,1.19,2307.120978515584
HD 39194 b,1.83,4.0,0.056,0.207,0.24618512557266742,0.67,1,3,3.59,5205.0,0.78,12564.1621846987
HD 39194 c,2.39,6.3,0.103,0.154,0.24618512557266742,0.67,1,3,2.54,5205.0,0.78,9264.221604002632
HD 39194 d,1.83,4.0,0.185,0.333,0.24618512557266742,0.67,1,3,3.59,5205.0,0.78,6912.604077156419
HD 39855 b,2.85,8.5,0.041,0.14,0.6142107088596144,0.87,1,1,2.02,5576.0,0.74,15321.673688479517
HD 40307 b,1.83,4.0,0.0468,0.2,0.4006060816669288,0.77,1,5,3.59,4956.0,0.72,12572.861502057109
HD 40307 c,2.46,6.6,0.0799,0.06,0.4006060816669288,0.77,1,5,2.44,4956.0,0.72,9622.405805283266
HD 40307 d,3.04,9.5,0.1321,0.07,0.4006060816669288,0.77,1,5,1.86,4956.0,0.72,7483.515272013755
HD 40307 f,2.13,5.2,0.247,0.02,0.4006060816669288,0.77,1,5,2.96,4956.0,0.72,5472.787449398952
HD 40307 g,2.56,7.1,0.6,0.29,0.4006060816669288,0.77,1,5,2.33,4956.0,0.72,3511.409121035736
HD 40956 b,13.2,858.141,1.4,0.24,1.664,2.0,1,1,2.05,4869.0,8.56,7787.035439553018
HD 40979 b,12.9,1484.2661,0.85,0.25,0.291,1.45,3,1,3.8,6165.0,1.21,4757.4673385268
HD 41004 A b,13.2,807.25,0.2324,0.74,0.8356657801380584,0.95,2,2,1.93,5310.0,0.85,
HD 41004 B b,12.1,5838.29,0.2324,0.081,0.04047715405015526,0.4,2,2,18.1,5036.0,1.04,
HD 4113 b,13.5,541.26178,1.28,0.899,0.086,1.01,3,1,1.21,5688.0,1.08,3379.294121319625
HD 42012 b,13.5,508.528,1.67,0.2,0.5209227484918181,0.83,1,1,1.14,5405.0,0.82,2449.64922846213
HD 4203 b,13.3,708.7609,1.17,0.52,0.293,1.25,1,2,1.66,5596.0,1.42,3987.3876491024225
HD 4203 c,13.3,689.66,6.95,0.24,0.293,0.99,1,2,1.61,5582.0,1.5,1677.2684257899616
HD 4208 b,13.9,257.4423,1.662,0.042,0.6392774017356785,0.88,1,1,0.527,5717.0,0.85,2644.3665659366434
HD 42618 b,3.89,14.4,0.554,0.19,1.0354396902316474,1.01,1,1,1.34,5727.0,1.0,4976.589431297941
HD 42813 b,3.41,9.1,0.111,0.0,0.6915901242788246,0.9,1,3,1.3,5289.0,0.98,10164.467407749165
HD 4308 b,4.12,15.8915,0.12,0.0,0.7756937995160011,0.93,1,1,1.25,5686.0,1.02,10722.00067877705
HD 4313 b,13.4,612.45841,1.157,0.147,1.149,1.63,1,1,1.4,4943.0,5.14,6738.527462548944
HD 43197 b,14.2,175.75911,0.882,0.742,0.866860702828407,0.96,1,2,0.337,5508.0,1.0,3793.3171208864487
HD 43197 c,12.6,2500.67391,8.54,0.149,0.866860702828407,0.96,1,2,6.87,5508.0,1.0,1219.058391745177
HD 43691 b,13.2,810.4665,0.238,0.0796,0.5,1.32,3,1,1.94,6093.0,1.6,10217.91305920176
HD 44219 b,14.1,184.34048,1.26,0.41,0.26,1.2,1,1,0.361,5752.0,1.32,3807.8521955100564
HD 45184 b,3.52,12.19,0.0644,0.07,0.053,1.03,1,2,1.54,5869.0,1.08,15545.065837952592
HD 45184 c,2.91,8.81,0.11,0.07,0.053,1.03,1,2,1.96,5869.0,1.08,11894.307359085871
HD 45350 b,13.5,568.89,1.92,0.778,0.141,0.98,1,1,1.27,5566.0,1.26,2916.3347473029426
HD 45364 b,9.03,60.16492,0.6793,0.067,0.499284959284455,0.82,1,2,0.449,5466.0,0.89,4046.628496835103
HD 45364 c,14.2,174.4878,0.902,0.019,0.499284959284455,0.82,1,2,0.335,5466.0,0.89,3511.7280300133098
HD 45652 b,14.3,137.62039,0.237,0.607,0.746891291445067,0.92,1,1,0.259,5294.0,0.94,6819.196465490575
HD 457 b,11.9,8445.33643,15.369,0.565,0.316,1.15,1,1,27.5,6114.04,1.28,1141.2215590012415
HD 46375 b,10.0,71.8,0.0398,0.063,0.746891291445067,0.92,2,1,0.395,5285.0,0.91,16344.952542224477
HD 47186 b,5.02,22.2481,0.05,0.04,0.043,0.96,1,2,0.966,5657.0,1.08,17004.840646590048
HD 47186 c,13.0,111.42,2.395,0.249,0.043,0.96,1,2,0.279,5657.0,1.08,2456.9980385628073
HD 4732 b,13.4,631.20722,1.129,0.266,1.118,1.39,2,2,1.44,4898.0,5.03,6686.753512799419
HD 4732 c,13.1,1069.49259,4.725,0.187,1.118,1.39,2,2,2.61,4898.0,5.03,3268.597009792837
HD 47366 b,13.4,661.71874,1.207,0.071,1.417,1.81,1,2,1.51,4866.0,7.3,7739.97239545157
HD 47366 c,13.5,483.73484,1.84,0.161,1.417,1.81,1,2,1.08,4866.0,7.3,6268.795972894812
HD 47536 b,12.6,2330.0,1.93,0.2,2.248,2.1,1,1,6.4,4380.0,23.47,9878.966505647426
HD 4760 b,12.3,4417.837,1.14,0.23,2.93,1.05,1,1,13.0,4076.0,42.4,16077.709973275061
HD 48265 b,13.5,484.69075,1.814,0.211,0.584,1.31,1,1,1.08,5733.0,1.9,3794.8936809731945
HD 48948 b,2.06,4.88,0.0652,0.055,0.2728800698583353,0.69,1,3,3.07,4593.0,0.68,9593.710655251394
HD 48948 c,2.6,7.27,0.1951,0.55,0.2728800698583353,0.69,1,3,2.27,4593.0,0.68,5546.024442140802
HD 48948 d,3.24,10.59,0.4894,0.055,0.2728800698583353,0.69,1,3,1.71,4593.0,0.68,3501.6959303256103
HD 4917 b,13.5,513.29545,1.167,0.066,1.456,1.32,1,1,1.15,4802.0,5.01,6435.2452514197485
HD 49674 b,6.2,31.783,0.06,0.09,1.1089967833248526,1.03,1,1,0.733,5602.0,1.02,14939.19091478572
HD 50499 b,13.5,519.96988,3.833,0.266,0.376,1.25,1,2,1.16,6102.0,1.35,2342.228116944434
HD 50499 c,13.2,931.2419,9.02,0.0,0.376,1.31,1,2,2.22,6099.0,1.42,1565.1611122514971
HD 50554 b,12.8,1859.29618,2.353,0.501,0.143,1.04,1,1,4.87,5987.0,1.02,2549.5168852439
HD 51608 b,3.62,12.77,0.1059,0.09,0.457946721791957,0.8,1,2,1.48,5358.0,0.92,10214.28931922417
HD 51608 c,3.87,14.31,0.3809,0.14,0.457946721791957,0.8,1,2,1.36,5358.0,0.92,5385.8052928741445
HD 52265 b,13.7,384.5743,0.52,0.27,0.297,1.2,1,1,0.822,6136.0,1.32,6323.101552787866
HD 5278 b,2.45,7.8,0.1202,0.08,0.28,1.13,1,2,2.9,6203.0,1.19,12623.580102761936
HD 5278 c,4.49,18.4,0.2416,0.07,0.28,1.13,1,2,1.12,6203.0,1.19,8904.023736097033
HD 5319 b,13.5,494.54348,1.57,0.092,0.15,1.27,1,2,1.1,4871.0,4.06,5066.299176939681
HD 5319 c,13.8,334.67499,1.93,0.183,0.15,1.27,1,2,0.7,4871.0,4.06,4569.429740721767
HD 55696 b,12.9,1357.1273,3.18,0.705,0.43,1.29,1,1,3.47,6012.0,1.52,2688.3556244138263
