pl_name,pl_rade,pl_bmasse,pl_orbsmax,pl_orbeccen,st_lum,st_mass,sy_snum,sy_pnum,pl_dens,st_teff,st_rad,pl_temp
Kepler-564 b,4.63,19.4,0.0484,0.0,0.8356657801380584,0.95,1,1,1.07,5626.0,0.92,15864.649179993185
Kepler-565 b,3.64,12.9,0.0501,0.0,0.9317325438379406,0.98,1,1,1.47,5735.0,0.95,16152.355857645263
Kepler-566 b,2.15,5.27,0.1247,0.0,0.5209227484918181,0.83,1,1,2.91,5132.0,0.79,8354.615719183186
Kepler-567 b,2.25,5.69,0.1229,0.0,0.5432221889406211,0.84,1,1,2.74,5148.0,0.79,8441.811581334989
Kepler-568 b,2.26,5.73,0.0794,0.0,0.12338700232905413,0.55,1,1,2.73,3768.0,0.53,6296.483793662478
Kepler-569 b,3.16,10.1,0.19784,0.0,0.8356657801380584,0.95,1,1,1.76,5616.0,0.93,7875.371214310982
Kepler-57 b,3.135,25.06,0.05988,0.0162,0.5898540685771015,0.86,1,2,4.466029,5187.9,0.83,12492.497140924032
Kepler-57 c,2.196,6.86,0.09588,0.0725,0.5898540685771015,0.86,1,2,3.528714,5187.9,0.83,9872.477255629947
Kepler-570 b,2.45,6.57,0.0497,0.0,0.7756937995160011,0.93,1,1,2.45,5496.0,0.9,15126.877731769693
Kepler-571 b,2.64,7.46,0.0546,0.0,0.7756937995160011,0.93,1,1,2.23,5527.0,0.9,14513.558578167107
Kepler-572 b,2.58,7.18,0.1192,0.0,0.5209227484918181,0.83,1,1,2.3,5212.0,0.79,8678.393478436712
Kepler-573 b,2.79,8.2,0.14527,0.0,0.029,0.99,1,1,2.07,5746.0,1.02,9847.7553650008
Kepler-574 b,2.39,6.3,0.0723,0.0,0.8356657801380584,0.95,1,1,2.54,5612.0,0.91,12877.415893343581
Kepler-575 b,2.39,6.3,0.0788,0.0,0.8988786596538656,0.97,1,1,2.54,5710.0,0.95,12823.137947904474
Kepler-576 b,3.27,10.7,0.179,0.0,0.9654353152371162,0.99,1,1,1.68,5672.0,0.97,8539.945241636024
Kepler-577 b,2.55,7.04,0.1348,0.0,0.4191129782637613,0.78,1,1,2.33,4984.0,0.73,7501.602189937404
Kepler-578 b,2.0,4.66,0.0266,0.0,0.6142107088596144,0.87,1,1,3.2,5334.0,0.83,19271.288426992713
Kepler-579 b,2.0,4.66,0.0854,0.0,0.9654353152371162,0.99,1,1,3.2,5636.0,0.96,12221.856430631511
Kepler-58 b,2.78,35.5,0.09291,0.04,0.8356657801380584,0.95,1,4,9.104279125222156,5843.0,1.03,12582.9589792735
Kepler-58 c,2.86,53.0,0.12307,0.0,0.8356657801380584,0.95,1,4,12.48329889094719,5843.0,1.03,10932.963810463432
Kepler-58 d,2.94,8.96,0.236,0.0,1.0717675436629344,1.02,1,4,1.94,6099.0,1.13,8631.799933570706
Kepler-58 e,1.61,3.22,0.0533,0.0,1.0717675436629344,1.02,1,4,4.24,6100.0,1.08,17759.78158573408
Kepler-580 b,2.57,7.13,0.0683,0.0,0.24618512557266742,0.67,1,1,2.31,4298.0,0.64,8509.529701538773
Kepler-581 b,2.63,7.41,0.2259,0.0,1.0,1.0,1,1,2.24,5772.0,1.0,7854.665939400971
Kepler-582 b,3.68,13.1,0.1254,0.0,0.7756937995160011,0.93,1,1,1.44,5564.0,0.91,9694.347012919752
Kepler-583 b,2.28,5.82,0.0689,0.0,0.8052810653384567,0.94,1,1,2.7,5523.0,0.91,12982.120639544211
Kepler-584 b,4.21,16.5,0.2281,0.0,0.52,1.17,1,1,1.22,6195.0,1.24,9342.197037851718
Kepler-585 b,2.83,8.4,0.03841,0.0,0.866860702828407,0.96,1,1,2.04,5593.0,0.93,17800.149594881306
Kepler-586 b,2.79,8.2,0.0331,0.0,0.8052810653384567,0.94,1,1,2.07,5575.0,0.92,19010.09559033769
Kepler-587 b,2.23,5.6,0.0952,0.0,0.746891291445067,0.92,1,1,2.77,5549.0,0.89,10973.641451332238
Kepler-588 b,2.63,7.41,0.052,0.0,0.207,1.01,1,1,2.24,5835.0,1.0,16550.026775458136
Kepler-589 b,2.27,5.77,0.1196,0.0,0.6392774017356785,0.88,1,2,2.71,5296.0,0.83,9023.623050589835
Kepler-589 c,1.117,1.45,0.0426,0.0,0.5209227484918181,0.83,1,2,5.71,5372.0,0.92,16146.73175019142
Kepler-59 b,1.1,1.37,0.09943,0.0,0.324,1.04,1,2,5.66,6074.0,0.94,12079.237123627858
Kepler-59 c,1.98,4.58,0.13114,0.0,0.324,1.04,1,2,3.24,6074.0,0.94,10517.938737099112
Kepler-590 b,4.02,15.2,0.0647,0.0,0.477,1.1,1,1,1.29,6000.0,1.15,16360.913268731223
Kepler-591 b,3.39,11.4,0.3554,0.0,0.8988786596538656,0.97,1,1,1.61,5677.0,0.94,5971.502541287843
Kepler-592 b,2.39,6.3,0.0397,0.0,0.185,1.04,1,1,2.54,5913.0,1.04,19574.41571294612
Kepler-593 b,2.87,8.6,0.1508,0.0,0.079,1.08,1,1,2.0,5967.0,1.1,10423.443624040197
Kepler-594 b,2.18,5.39,0.1089,0.0,0.7188609179509692,0.91,1,1,2.86,5485.0,0.87,10027.249713267398
Kepler-595 b,3.708,17.4,0.1582,0.0,0.7756937995160011,0.93,1,2,1.88,5138.5,0.82,7566.578806535145
Kepler-595 c,1.009,3.3,0.0983,0.0,0.7756937995160011,0.93,1,2,17.7,5138.5,0.82,9599.0010749875
Kepler-596 b,3.46,11.8,0.15161,0.0,0.314,1.21,1,1,1.57,6267.0,1.32,11960.304830782994
Kepler-597 b,2.37,6.21,0.10916,0.0,0.8988786596538656,0.97,1,1,2.56,5683.0,0.95,10843.443161788338
Kepler-598 b,1.5,2.86,0.04487,0.0,0.6142107088596144,0.87,1,2,4.66,5307.0,0.86,15027.259656290986
Kepler-598 c,3.024,9.4,0.36672,0.0,0.6915901242788246,0.9,1,2,1.87,5245.0,0.9,5314.457782901577
Kepler-599 b,2.84,8.45,0.1128,0.0,0.5209227484918181,0.83,1,1,2.03,5127.0,0.79,8775.701153876358
Kepler-6 b,14.617,212.31044,0.04852,0.0,0.189,1.21,1,1,0.4,5647.0,1.39,19548.98907646181
Kepler-60 b,1.71,4.19,0.07255,0.0,0.369,1.04,1,3,4.62,5905.0,1.26,15916.44153391199
Kepler-60 c,1.9,3.85,0.08422,0.039,0.369,1.04,1,3,3.06,5905.0,1.26,14772.604408747919
Kepler-60 d,1.99,4.16,0.10203,0.002,0.369,1.04,1,3,2.91,5905.0,1.26,13421.490346509727
Kepler-600 b,2.9,8.75,0.1536,0.0,0.5432221889406211,0.84,1,1,1.97,5279.0,0.81,7840.758468023163
Kepler-601 b,1.9,4.27,0.05494,0.0,0.5661952739834993,0.85,1,1,3.42,5160.0,0.79,12655.474465455358
Kepler-602 b,2.09,5.02,0.1224,0.0,0.326,1.08,1,1,3.02,6062.0,1.13,11913.077224698041
Kepler-603 b,2.65,7.51,0.16052,0.0,0.392,1.01,1,3,2.22,5808.0,1.01,9422.848990582044
Kepler-603 c,6.5,34.5,0.53439,0.0,0.392,1.01,1,3,0.69,5808.0,1.01,5164.373517648629
Kepler-603 d,1.32,2.3,0.07117,0.0,0.392,1.01,1,3,5.5,5808.0,1.01,14151.364712050106
Kepler-604 b,2.59,7.22,0.1735,0.0,0.092,1.02,1,1,2.28,5890.0,1.03,9282.045217356796
Kepler-605 b,1.44,2.67,0.04244,0.0,0.7188609179509692,0.91,1,2,4.91,5462.0,0.88,16086.621979920312
Kepler-605 c,0.86,0.566,0.03336,0.0,0.7188609179509692,0.91,1,2,4.89,5462.0,0.88,18144.270968735455
Kepler-606 b,3.31,11.0,0.17,0.0,0.254,1.13,1,1,1.67,6161.0,1.22,10674.958015217999
Kepler-607 b,0.87,0.59,0.0137,0.0,0.5432221889406211,0.84,1,2,4.92,5196.0,0.8,25681.08477535686
Kepler-607 c,2.76,8.05,0.21507,0.0,0.47829690000000014,0.81,1,2,2.1,5244.0,0.89,6899.653498499127
Kepler-608 b,3.64,12.9,0.0685,0.0,0.041,1.0,1,1,1.47,5820.0,1.01,14454.32774674156
Kepler-609 b,3.35,11.2,0.0682,0.0,0.065,1.09,1,1,1.64,5971.0,1.14,15789.443432871109
Kepler-61 b,2.15,5.27,0.24861,0.25,0.20971520000000002,0.64,1,1,2.91,4017.0,0.62,4102.96575202232
Kepler-610 b,4.19,16.3,0.0719,0.0,1.3959645769144722,1.1,1,2,1.22,5943.0,1.13,15238.4227926894
Kepler-610 c,3.3,10.9,0.5594,0.0,1.3959645769144722,1.1,1,2,1.67,5943.0,1.13,5463.15136093384
Kepler-611 b,1.65,3.36,0.0351,0.0,0.383,1.01,1,1,4.11,5761.0,1.01,19987.777948252686
Kepler-612 b,2.84,8.45,0.0452,0.0,0.305,0.98,1,1,2.03,5693.0,0.96,16969.423764075542
Kepler-613 b,2.29,5.86,0.1232,0.0,0.9317325438379406,0.98,1,1,2.68,5723.0,0.96,10332.692872789252
Kepler-614 b,2.39,6.3,0.1027,0.0,0.5661952739834993,0.85,1,1,2.54,5268.0,0.81,9568.912120480087
Kepler-615 b,1.74,3.68,0.085,0.0,0.332376270499219,0.73,1,1,3.84,4655.0,0.69,8578.162716940584
Kepler-616 b,2.43,6.48,0.0927,0.0,0.9317325438379406,0.98,1,3,2.48,5753.0,0.97,12036.490745545698
Kepler-616 c,3.41,11.5,0.4024,0.0,0.9317325438379406,0.98,1,3,1.59,5753.0,0.97,5777.1117350388195
Kepler-616 d,2.653,7.52,0.2749,0.0,1.2262260227997774,1.06,1,3,2.21,6004.0,0.98,7332.057525453904
Kepler-617 b,1.32,2.3,0.0219,0.0,0.09473176224746377,0.51,1,1,5.5,3712.0,0.48,11239.99300572665
Kepler-618 b,2.6,7.27,0.0449,0.0,0.173,1.05,1,1,2.27,5860.0,1.08,18588.563760033652
Kepler-619 b,3.16,10.1,0.06014,0.0,1.3520499697927923,1.09,1,3,1.76,5980.0,1.11,16616.53526808873
Kepler-619 c,1.69,3.5,0.02216,0.0,1.3520499697927923,1.09,1,3,3.98,5980.0,1.11,27373.939780618417
Kepler-619 d,4.17,16.2,0.1021,0.0,1.147140697227607,1.04,1,3,1.23,6122.0,0.96,12141.5905446173
Kepler-62 b,1.31,9.0,0.0553,0.0,0.2728800698583353,0.69,1,5,22.0587155946979,4925.0,0.64,10836.603127406097
Kepler-62 c,0.54,4.0,0.0929,0.0,0.2728800698583353,0.69,1,5,139.9685007366763,4925.0,0.64,8360.800813741671
Kepler-62 d,1.95,14.0,0.12,0.0,0.2728800698583353,0.69,1,5,10.403412060216795,4925.0,0.64,7356.3961930826945
Kepler-62 e,1.61,36.0,0.427,0.0,0.2728800698583353,0.69,1,5,47.530947472743854,4925.0,0.64,3899.795164846082
Kepler-62 f,1.41,35.0,0.718,0.0,0.2728800698583353,0.69,1,5,68.79586019083048,4925.0,0.64,3007.4160412318674
Kepler-620 b,3.32,11.0,0.1053,0.0,0.341,1.15,1,1,1.65,6155.0,1.22,13550.436931397902
Kepler-621 b,2.3,5.9,0.031,0.0,0.31671143023717974,0.72,1,1,2.66,4521.0,0.68,13695.17634035567
Kepler-622 b,2.13,5.18,0.0978,0.0,0.20971520000000002,0.64,1,1,2.95,4201.0,0.61,6785.903569072564
Kepler-623 b,3.01,9.32,0.0854,0.0,0.6915901242788246,0.9,1,1,1.88,5443.0,0.86,11171.670981970763
Kepler-624 b,2.31,5.95,0.11638,0.0,0.291,1.1,1,1,2.65,6117.0,1.18,12597.948246408994
Kepler-625 b,1.99,4.62,0.08137,0.0,0.406,1.04,1,2,3.22,5789.0,0.96,12860.756639064413
Kepler-625 c,1.05,1.16,0.05379,0.0,0.406,1.04,1,2,5.51,5789.0,0.96,15817.866509667052
Kepler-626 b,2.29,5.86,0.10913,0.0,1.0354396902316474,1.01,1,1,2.68,5813.0,1.05,11662.251612322083
Kepler-627 b,3.73,13.4,0.22661,0.0,0.385,1.3,1,1,1.42,6424.0,1.49,10654.145984572777
Kepler-629 b,1.38,2.48,0.07107,0.0,0.7756937995160011,0.93,1,1,5.19,5444.0,0.84,12105.259783759942
Kepler-63 b,6.11,120.0,0.08,0.45,1.0354396902316474,1.01,1,1,3.0,5576.0,0.89,12029.076507182726
Kepler-630 b,3.18,10.2,0.56201,0.0,0.302,1.02,1,1,1.74,5829.0,1.04,5128.592767384524
Kepler-631 b,2.9,8.75,0.14017,0.0,0.389,1.24,1,1,1.97,6185.0,1.33,12322.462351774091
Kepler-632 b,2.21,5.52,0.1885,0.0,0.7188609179509692,0.91,1,1,2.81,5322.0,0.84,7266.384054335932
Kepler-633 b,1.63,3.29,0.08185,0.0,0.236,1.02,1,2,4.17,5899.0,1.15,14301.364860855405
Kepler-633 c,2.296,5.89,0.16246,0.0,0.236,1.0,1,2,2.67,5877.0,1.27,10627.81140125811
Kepler-634 b,1.89,4.23,0.05765,0.0,0.421,1.03,1,1,3.44,6075.0,1.24,18222.87856962261
Kepler-635 b,2.64,7.46,0.18332,0.0,0.735,1.33,1,1,2.23,6174.0,1.51,11460.661531694834
Kepler-636 b,4.45,18.1,0.1185,0.0,0.5661952739834993,0.85,2,1,1.13,5203.0,0.8,8743.77868093054
Kepler-637 b,4.75,20.2,0.16619,0.0,0.382,1.64,1,1,1.04,6096.0,2.56,15474.691837262777
Kepler-638 b,1.83,4.01,0.06695,0.0,0.532,0.88,1,1,3.6,5382.0,0.93,12973.865437668526
Kepler-639 b,2.38,6.26,0.09358,0.0,0.483,1.14,1,1,2.55,5896.0,1.29,14158.60030101316
Kepler-640 b,2.56,7.08,0.15418,0.0,1.0354396902316474,1.01,1,1,2.32,5653.0,0.94,9027.934588672555
Kepler-641 b,1.85,4.08,0.0895,0.0,0.39,1.02,1,1,3.54,5713.0,1.13,13129.598338117416
Kepler-642 b,2.9,8.75,0.05631,0.0,0.398,1.4,1,1,1.97,6570.0,1.66,23072.04882435718
Kepler-643 b,10.16,321.0083,0.13485,0.37,0.478,1.0,1,1,1.68,4908.0,2.52,13722.677633450186
Kepler-644 b,3.15,10.1,0.04641,0.0,0.71,1.49,1,1,1.78,6747.0,1.81,27252.335418933573
Kepler-645 b,2.1,5.06,0.04541,0.0,0.451,1.13,1,1,3.0,6170.0,1.21,20599.73390322856
Kepler-646 b,1.99,4.62,0.11251,0.0,0.7756937995160011,0.93,1,1,3.22,5634.0,0.91,10363.381566999384
Kepler-647 b,1.17,1.71,0.12237,0.0,0.418,1.03,1,2,5.87,6020.0,1.07,11513.580777499434
Kepler-647 c,4.001,15.1,0.18291,0.0,0.418,1.07,1,2,1.3,5906.74,1.55,11121.272727441703
Kepler-648 b,3.22,10.5,0.13324,0.0,1.1862126380443982,1.05,1,1,1.73,5741.0,0.98,10070.308724346933
Kepler-649 b,2.26,5.73,0.17522,0.0,0.8988786596538656,0.97,1,1,2.73,5871.0,0.94,8795.158721637918
Kepler-65 b,1.42,2.4,0.035,0.028,0.467,1.25,1,4,4.4,6211.0,1.41,25497.43982881076
Kepler-65 c,2.58,5.4,0.068,0.02,0.467,1.25,1,4,1.64,6211.0,1.41,18292.62963272121
Kepler-65 d,1.52,4.14,0.084,0.014,0.467,1.25,1,4,5.7,6211.0,1.41,16458.526637984964
Kepler-65 e,13.9,260.0,0.853931,0.283,0.451,1.25,1,4,0.532,6220.0,1.44,5224.199496153324
Kepler-650 b,2.96,9.06,0.0421,0.0,0.284,1.08,1,1,1.92,5849.0,1.35,21422.343059493385
Kepler-651 b,2.37,6.21,0.14078,0.0,0.746891291445067,0.92,1,1,2.56,5522.0,0.87,8878.611649267845
Kepler-652 b,2.49,6.76,0.04958,0.0,0.8988786596538656,0.97,1,1,2.41,5490.0,0.88,14959.598286653722
Kepler-653 b,1.95,4.46,0.11945,0.0,0.119,1.02,1,2,3.31,5665.0,1.19,11564.84536193536
Kepler-653 c,0.78,0.399,0.01855,0.0,0.119,1.02,1,2,4.62,5665.0,1.19,29346.813363719357
Kepler-654 b,2.07,4.94,0.11664,0.0,0.462,1.04,1,1,3.06,5865.0,1.11,11702.139272155497
Kepler-655 b,2.71,7.8,0.25697,0.0,0.324,1.15,1,1,2.15,6170.0,1.24,8766.259176525567
Kepler-656 b,3.12,9.91,0.02231,0.0,0.5898540685771015,0.86,1,2,1.79,5281.0,0.82,20707.745589854898
Kepler-656 c,1.41,2.57,0.0602,0.0,1.1862126380443982,1.05,1,2,5.04,5550.0,0.95,14259.885958208555
Kepler-657 b,3.52,12.2,0.17337,0.0,0.279,1.01,1,1,1.54,5808.0,1.01,9066.921008755007
Kepler-658 b,1.63,3.29,0.0188,0.0,0.1984686534233303,0.63,1,1,4.17,4103.0,0.6,14991.936349941723
Kepler-659 b,2.5,6.8,0.1204,0.0,0.43822264873188616,0.79,1,1,2.39,4870.0,0.74,7808.922088520175
Kepler-66 b,2.8,8.25,0.1352,0.0,0.051,1.04,1,1,2.07,5962.0,0.97,10328.77947728492
Kepler-660 b,2.57,7.13,0.0759,0.0,0.36535446722156006,0.75,1,1,2.31,4779.0,0.71,9453.765579416122
Kepler-661 b,3.07,9.64,0.0585,0.0,0.28697438910118783,0.7,1,1,1.83,4483.0,0.67,9812.681875133892
Kepler-662 b,2.18,5.39,0.1408,0.0,0.43822264873188616,0.79,1,1,2.86,4897.0,0.74,7261.128936860519
Kepler-663 b,2.6,7.27,0.0559,0.0,0.5898540685771015,0.86,1,1,2.27,5264.0,0.82,13039.964678710365
Kepler-664 b,2.66,7.56,0.0374,0.0,1.0354396902316474,1.01,1,1,2.21,5754.0,1.02,19435.407662912505
Kepler-665 b,2.6,7.27,0.1148,0.0,0.43822264873188616,0.79,1,1,2.27,4913.0,0.74,8067.726967253199
Kepler-666 b,2.4,6.35,0.0542,0.0,0.182,1.03,1,1,2.52,5887.0,1.05,16759.017491908966
Kepler-667 b,4.73,20.1,0.2288,0.0,0.557,0.91,1,1,1.04,5327.0,0.87,6718.52326223092
Kepler-668 b,2.7,7.75,0.0768,0.0,0.6142107088596144,0.87,1,1,2.16,5352.0,0.82,11311.024240226992
Kepler-669 b,4.83,20.8,0.0529,0.0,0.358,1.15,1,1,1.01,6038.0,1.2,18600.105513574912
Kepler-67 b,2.94,8.96,0.1171,0.0,0.5898540685771015,0.86,1,1,1.94,5331.0,0.78,8898.914794629582
Kepler-670 b,13.18,2289.529432,0.0383,0.0,0.9654353152371162,0.99,1,1,5.51,5709.0,0.99,18773.176595555422
Kepler-671 b,2.69,7.7,0.0503,0.0,0.8988786596538656,0.97,1,1,2.17,5624.0,0.95,15808.207734018526
Kepler-672 b,2.5,6.8,0.2163,0.0,0.8356657801380584,0.95,1,1,2.39,5627.0,0.92,7505.888026445007
Kepler-673 b,6.54,34.8,0.0455,0.0,0.6392774017356785,0.88,1,1,0.684,5355.0,0.84,14881.713250436997
Kepler-674 b,1.69,3.5,0.028,0.0,0.1673128805561604,0.6,1,1,3.98,4192.0,0.57,12233.175275875426
Kepler-675 b,2.44,6.53,0.0325,0.0,0.43822264873188616,0.79,1,1,2.47,4945.0,0.75,15364.370075952604
Kepler-676 b,3.04,9.48,0.0798,0.0,0.09473176224746377,0.51,1,1,1.85,3701.0,0.49,5931.645550977945
Kepler-677 b,5.38,25.0,0.067,0.0,0.39,1.0,1,1,0.882,5723.0,0.99,14228.642052202718
Kepler-678 b,5.14,23.1,0.0732,0.0,0.449,0.94,1,1,0.935,5520.0,0.91,12588.20322349573
Kepler-679 b,3.01,9.32,0.0983,0.0,0.6142107088596144,0.87,1,1,1.88,5403.0,0.84,10215.446738990551
Kepler-68 b,2.357,8.03,0.06135,0.09,0.231,1.06,2,4,3.37,5847.0,1.26,17138.41263790035
Kepler-68 c,0.979,1.3,0.09008,0.099,0.231,1.06,2,4,7.5,5847.0,1.26,14143.721292548002
Kepler-68 d,13.9,267.0,1.469,0.102,0.231,1.06,2,4,0.546,5847.0,1.26,3502.4099714459007
Kepler-68 e,11.2,86.44933,4.6,0.33,0.218,1.06,2,4,0.338,5847.0,1.26,1979.2422939904638
Kepler-680 b,2.42,6.44,0.0469,0.0,0.197,1.08,1,1,2.5,5890.0,1.11,18533.177065326876
Kepler-681 b,3.08,9.69,0.1635,0.0,0.457946721791957,0.8,1,1,1.82,5021.0,0.76,7001.6057265691925
Kepler-682 b,7.37,42.6,0.1058,0.0,0.48,0.92,1,1,0.585,5559.0,0.89,10428.176081253318
Kepler-683 b,1.97,4.54,0.0355,0.0,0.866860702828407,0.96,1,1,3.26,5703.0,0.95,19081.41204754166
Kepler-684 b,3.36,11.2,0.064,0.0,0.209,0.89,1,1,1.62,5493.0,0.86,13023.519055737563
Kepler-685 b,10.58,78.8,0.0265,0.0,1.440888667766775,1.11,1,1,0.366,5963.0,1.16,25517.044979439605
Kepler-686 b,12.15,1793.6133750000001,0.0258,0.0,0.108,0.94,1,1,5.51,5649.0,0.92,21818.010559056263
Kepler-687 b,3.52,12.2,0.1326,0.0,0.4006060816669288,0.77,1,1,1.54,4841.0,0.73,7346.563940940472
Kepler-688 b,9.76,68.7,0.046,0.0,0.9317325438379406,0.98,1,1,0.406,5715.0,0.96,16886.22017328163
Kepler-689 b,2.89,8.7,0.1449,0.0,0.7188609179509692,0.91,1,1,1.98,5518.0,0.88,8795.253303286312
Kepler-69 b,2.24,5.65,0.094,0.16,0.47829690000000014,0.81,1,2,2.76,5638.0,0.93,11469.9660170169
Kepler-69 c,1.71,3.57,0.64,0.14,0.47829690000000014,0.81,1,2,3.92,5638.0,0.93,4395.781237548096
Kepler-690 b,5.95,29.6,0.081,0.0,0.141,1.11,1,1,0.772,5913.0,1.16,14472.843846327374
Kepler-691 b,2.09,5.02,0.0649,0.0,0.10838409199864159,0.53,1,1,3.02,3715.0,0.5,6669.311220221152
Kepler-692 b,3.11,9.85,0.1495,0.0,0.6915901242788246,0.9,1,1,1.8,5440.0,0.86,8438.923328959572
Kepler-693 b,10.18,73.8,0.1121,0.0,0.3826904045279422,0.76,2,1,0.384,4881.0,0.72,8000.769556423292
Kepler-694 b,2.8,8.25,0.0659,0.0,0.8988786596538656,0.97,1,1,2.07,5700.0,0.95,13997.596273428382
Kepler-695 b,9.21,62.3,0.0374,0.0,0.5432221889406211,0.84,1,1,0.438,5181.0,0.8,15498.23696390621
Kepler-696 b,6.14,31.3,0.0535,0.0,0.151,1.06,1,1,0.743,5903.0,1.08,17154.07411459724
Kepler-697 b,4.13,16.0,0.0471,0.0,0.746891291445067,0.92,1,1,1.25,5513.0,0.88,15412.688004014079
Kepler-698 b,3.68,13.1,0.1255,0.0,0.388,0.94,1,1,1.44,5612.0,0.91,9774.082664903866
Kepler-7 b,18.181,140.16303,0.06067,0.0,0.696,1.36,1,1,0.14,5933.0,1.97,21866.5353275262
Kepler-700 b,5.99,30.0,0.3577,0.0,0.23,0.98,1,1,0.767,5692.0,0.96,6031.1558345649655
Kepler-701 b,2.84,8.45,0.0895,0.0,0.6392774017356785,0.88,1,1,2.03,5343.0,0.84,10586.997529291035
Kepler-702 b,9.17,61.8,0.088,0.0,0.6915901242788246,0.9,1,1,0.44,5419.0,0.86,10956.871105686194
Kepler-703 b,8.2,51.1,0.0535,0.0,0.067,1.18,1,1,0.509,6185.0,1.27,19490.554085883065
Kepler-704 b,2.61,7.32,0.047,0.0,0.036,0.97,1,1,2.26,5616.0,0.96,16416.22511163007
Kepler-705 b,2.11,5.1,0.232,0.0,0.10838409199864159,0.53,1,1,2.98,3722.0,0.51,3569.250068865972
Kepler-707 b,1.33,2.33,0.0325,0.0,0.457946721791957,0.8,1,1,5.44,5099.0,0.76,15948.125324048358
Kepler-708 b,2.93,8.91,0.0426,0.0,0.037,0.97,1,1,1.95,5692.0,0.96,17476.53055262332
Kepler-709 b,2.92,8.85,0.1173,0.0,0.457946721791957,0.8,1,1,1.95,5071.0,0.77,8403.29247315423
Kepler-710 b,1.88,4.19,0.0524,0.0,0.265,0.94,1,1,3.47,5611.0,0.91,15123.587854949797
Kepler-711 b,3.41,11.5,0.1429,0.0,0.5432221889406211,0.84,1,1,1.59,5222.0,0.8,7991.443968207847
Kepler-712 b,3.41,11.5,0.13615,0.0,0.5432221889406211,0.84,1,2,1.59,5148.0,0.78,7969.600082997622
Kepler-712 c,4.85,21.0,0.66479,0.0,0.5432221889406211,0.84,1,2,1.01,5148.0,0.78,3606.642638793372
Kepler-713 b,2.48,6.71,0.0748,0.0,0.085,0.98,1,1,2.42,5785.0,0.99,13612.242388543278
Kepler-714 b,9.67,67.6,0.0832,0.0,0.46,1.09,1,1,0.411,5995.0,1.12,14226.433816171604
Kepler-715 b,3.75,13.5,0.0933,0.0,0.165,1.04,1,1,1.41,5871.0,1.04,12677.903458620733
Kepler-716 b,2.9,8.75,0.08628,0.0,0.5209227484918181,0.83,1,2,1.97,5099.0,0.78,9916.005460908895
Kepler-716 c,1.393,2.52,0.04548,0.0,0.5209227484918181,0.83,1,2,5.12,5012.0,0.74,13076.038973927878
Kepler-717 b,2.42,6.44,0.052,0.0,0.604,0.88,1,1,2.5,5485.0,0.85,14343.130014174734
Kepler-718 b,16.56,4541.308415999999,0.0322,0.0,0.134,1.18,1,1,5.51,6191.0,1.3,25442.75034622459
Kepler-719 b,8.52,54.5,0.0556,0.0,0.448,0.99,1,1,0.484,5777.0,0.98,15686.914221591524
Kepler-720 b,8.41,53.4,0.0539,0.0,0.032,0.95,1,1,0.493,5618.0,0.92,15012.076819733391
Kepler-721 b,2.64,7.46,0.0583,0.0,0.499284959284455,0.82,1,1,2.23,5075.0,0.78,12006.283188827429
Kepler-722 b,2.63,7.41,0.0514,0.0,1.1089967833248526,1.03,1,2,2.24,5863.0,1.05,17139.276945377784
Kepler-722 c,2.82,8.35,0.4471,0.0,1.1089967833248526,1.03,1,2,2.05,5863.0,1.05,5811.278926443936
Kepler-723 b,12.19,1811.3864589999998,0.0479,0.0,0.746891291445067,0.92,1,1,5.51,5539.0,0.89,15442.518273940319
Kepler-724 b,3.29,10.8,0.0433,0.0,0.6915901242788246,0.9,1,1,1.67,5437.0,0.86,15671.989160879362
Kepler-725 b,10.63,79.4,0.22078,0.0,0.6392774017356785,0.88,1,1,0.363,5363.0,0.84,6765.923571703735
Kepler-726 b,3.26,10.7,0.1406,0.0,0.6392774017356785,0.88,1,1,1.7,5452.0,0.85,8670.260813398305
Kepler-727 b,2.53,6.94,0.0546,0.0,0.6650664244684812,0.89,1,1,2.35,5441.0,0.86,13966.614378741922
Kepler-728 b,3.34,11.1,0.0625,0.0,0.227,0.95,1,1,1.64,5660.0,0.93,14121.388750349613
Kepler-729 b,3.58,12.5,0.0432,0.0,0.261,0.94,1,1,1.5,5633.0,0.91,16721.609847691496
Kepler-730 b,12.33,1874.516337,0.0694,0.0,0.236,1.05,1,2,5.51,5620.0,1.41,16384.21539717108
Kepler-730 c,1.569,3.09,0.03997,0.0,0.236,1.05,1,2,4.39,5620.0,1.41,21589.287508048677
Kepler-731 b,13.88,2674.0430720000004,0.0505,0.0,0.035,1.03,1,1,5.51,5849.0,1.06,17331.987897605388
Kepler-732 b,2.18,5.39,0.0691,0.0,0.08235429999999999,0.49,1,2,2.86,3631.0,0.46,6059.344618814805
Kepler-732 c,1.27,2.15,0.0143,0.0,0.08235429999999999,0.49,1,2,5.77,3631.0,0.46,13319.767929845339
Kepler-733 b,2.82,8.35,0.1483,0.0,0.6915901242788246,0.9,1,1,2.05,5418.0,0.86,8438.731384780542
Kepler-734 b,3.56,12.4,0.0583,0.0,0.374,0.85,1,1,1.51,5326.0,0.78,12600.091480531011
Kepler-735 b,2.95,9.01,0.0965,0.0,0.5661952739834993,0.85,1,1,1.93,5107.0,0.8,9510.573513135525
Kepler-736 b,2.93,8.91,0.0428,0.0,0.5898540685771015,0.86,1,1,1.95,5217.0,0.81,14679.152212329129
